source,algorithm,learning_rate,gamma,clip_range,n_steps,gae_lambda,vf_coef,tau,buffer_size,ent_coef,train_reward,train_reward_std,test_reward,test_reward_std,generalization_gap,n_seeds
HalfCheetah-v5,0,0.0002044615320114,0.915296171058328,0.1474863011421709,128.0,,,,,,604.5030223333333,184.09526373780704,-122.0165210002131,103.44247794794808,726.5195433335463,3
HalfCheetah-v5,0,0.0001667705173149,0.923084946112277,0.1290617908094603,512.0,,,,,,499.8982957,195.1644976748956,-154.11202818899105,121.09489890832202,654.0103238889911,3
HalfCheetah-v5,0,0.0001061644191099,0.9188310795629312,0.1462633576790012,2048.0,,,,,,175.54855473333336,76.2281296699473,-12.9760670869764,30.407534660135507,188.52462182030976,3
HalfCheetah-v5,0,0.0061620003571453,0.9452954994272312,0.1033269970644823,512.0,,,,,,-147.33005213333334,141.0072557638201,-415.1118732614318,81.57508566827103,267.7818211280985,3
HalfCheetah-v5,0,0.000187762174196,0.8284560286506116,0.1557465614584694,512.0,,,,,,837.4944802,229.4727695341157,-59.2423127489025,54.564229327749935,896.7367929489025,3
HalfCheetah-v5,0,0.0001894733556312,0.924203603429084,0.2884417292077599,512.0,,,,,,707.3367125666667,245.5078944446722,-298.33597590810604,69.6152957307987,1005.6726884747728,3
HalfCheetah-v5,1,0.000422585804944,0.8608482105724569,,,0.9311320113572928,0.9002619010080852,,,,759.8539823,106.3669283499021,-107.82974266081698,96.08809606419668,867.683724960817,3
HalfCheetah-v5,1,0.0003126523085218,0.9002216173722501,,,0.9888946527633912,0.9854443380390412,,,,598.1559276666667,173.59740812328317,-59.95115209100911,75.02779977846447,658.1070797576758,3
HalfCheetah-v5,1,0.0041380532602109,0.8780620212528392,,,0.9493854566274288,0.2659951069077608,,,,-574.6556097666667,125.07073560702314,-529.9020764592477,92.74621322231184,-44.75353330741896,3
HalfCheetah-v5,1,0.0003478776896276,0.8609806357266792,,,0.9803247140460823,0.2561409095817926,,,,760.2465567,255.3459554087412,-175.9672266155569,57.76100761573364,936.213783315557,3
HalfCheetah-v5,1,0.0015073486316446,0.9544124904949032,,,0.9771046389393144,0.9662276876399016,,,,219.0747202,163.0809533973801,-328.501019352014,120.60230351842408,547.575739552014,3
