learning_rate,gamma,n_steps,gae_lambda,vf_coef,train_reward,train_reward_std,test_reward,test_reward_std,generalization_gap,epilen_ratio,gap,algorithm
0.0010913163193108,0.8370300073674989,512,0.9309013084223762,0.8972499418964471,124.6,1.5620499351813308,309.2,37.29557614516767,184.6,2.461783439490446,184.6,1
0.0014382631092354,0.8463416636382517,128,0.942390572473286,0.7497282881902365,1000.0,0.0,1000.0,0.0,0.0,1.0,0.0,1
0.0001163131729235,0.9535843346165824,1024,0.9630016445298024,0.5957843612170661,40.6,5.624944444170093,44.25,12.234684303242156,3.649999999999999,1.0637019230769231,3.6499999999999986,1
0.0024247725808165,0.9017719030906748,2048,0.9809894653932796,0.5672517608368368,1000.0,0.0,1000.0,0.0,0.0,1.0,0.0,1
0.000255614310333,0.8210464091578799,128,0.9152106845735738,0.5147612631935504,165.0,22.24410034143885,307.0,114.6778095361086,142.0,1.8493975903614457,142.0,1
0.0004405376112576,0.8966647540896147,128,0.9490397743890346,0.8452135406832976,605.3,86.47606605298371,901.9,135.0766078934469,296.6,1.487547418769586,296.6,1
0.0001086471458828,0.9744411171480966,512,0.9606793080323428,0.5418558431831502,51.65,12.195388472697376,53.9,21.20589540670235,2.25,1.0237416904083572,2.25,1
0.0008372491014684,0.963952263350904,128,0.9223049522028428,0.9513517066328396,1000.0,0.0,1000.0,0.0,0.0,1.0,0.0,1
0.0013557339572415,0.8383797655529643,128,0.9046092838924656,0.9575767639141246,1000.0,0.0,1000.0,0.0,0.0,1.0,0.0,1
0.0093736859294755,0.8900957193308515,1024,0.9639775959057396,0.6208673963082619,1000.0,0.0,1000.0,0.0,0.0,1.0,0.0,1
0.0005799552235654,0.8661372735913279,1024,0.9700686964266962,0.8517381013786257,248.35,41.43220365850699,326.55,97.06156551385313,78.20000000000002,1.309604972929617,78.20000000000002,1
0.0007617052465787,0.8389291679600136,2048,0.9626322058032762,0.710218415253357,231.6,49.010611095965736,303.65,136.72829809516392,72.04999999999998,1.3054600171969044,72.04999999999998,1
0.0041614606709531,0.8790251742070542,1024,0.9849783368687544,0.5458443154425465,956.1,191.35566362143555,1000.0,0.0,43.89999999999998,1.045861005072426,43.89999999999998,1
0.0004502328100456,0.8326469800338694,1024,0.941092065147256,0.6070695079764399,133.5,8.634234187233979,357.7,217.35802262626515,224.2,2.6594795539033456,224.2,1
0.0012559611895657,0.922086307571724,128,0.9729349099178728,0.5076560729777841,1000.0,0.0,1000.0,0.0,0.0,1.0,0.0,1
0.0062405389671437,0.8820810373744269,2048,0.955833133933064,0.5835289713016187,1000.0,0.0,1000.0,0.0,0.0,1.0,0.0,1
0.0003913838322987,0.8801569780200911,2048,0.9235972225444266,0.9228832874550772,58.5,11.01135777277262,74.45,29.96744066482822,15.950000000000005,1.251260504201681,15.950000000000003,1
0.0001135827014378,0.981855720486584,512,0.9886903739923416,0.7930542148510409,52.2,11.779643458101775,56.1,23.355727348982303,3.899999999999999,1.0545112781954886,3.8999999999999986,1
0.0001333766636657,0.9478735215313052,512,0.912797093637879,0.5114385485499466,57.5,7.651797174520506,66.2,22.43345715666669,8.700000000000003,1.1316239316239316,8.700000000000003,1
0.0020348408555709,0.9643478383317132,512,0.9017528364861755,0.6467586938525963,1000.0,0.0,1000.0,0.0,0.0,1.0,0.0,1
0.007074178850986,0.816027993348074,128,0.9053680656159084,0.5286651081361939,1000.0,0.0,1000.0,0.0,0.0,1.0,0.0,1
0.0001092830045538,0.9219163992776448,512,0.9523093968228544,0.8285475338111241,46.65,7.505164888261949,78.8,39.83039040732592,32.15,1.6537250786988458,32.15,1
0.0006182212258887,0.8435839652276544,128,0.908726384158314,0.997875134820142,1000.0,0.0,1000.0,0.0,0.0,1.0,0.0,1
0.0013814475407889,0.9935999315116432,512,0.9166732819255288,0.9988008846755316,377.25,5.402545696243577,907.95,96.66926864314222,530.7,2.40039656311963,530.7,1
0.0001574586802049,0.8799711788510075,128,0.9563522228721132,0.8250001174838648,155.45,8.321508276748872,414.85,149.71749229799437,259.40000000000003,2.651645893256632,259.40000000000003,1
0.001336936860518,0.8885918673038279,512,0.937436218176784,0.5338076756249361,523.95,2.783433131943356,1000.0,0.0,476.05,1.9049433279359933,476.04999999999995,1
0.0021266498681138,0.8317641822274084,512,0.9405084621204256,0.6828698063815676,1000.0,0.0,1000.0,0.0,0.0,1.0,0.0,1
0.0001142808713442,0.8353006260544478,1024,0.9893541508051238,0.5862582874810741,37.1,6.220128616033595,45.15,19.983180427549563,8.049999999999997,1.18503937007874,8.049999999999997,1
0.0077991349491296,0.8223253707231092,2048,0.9649251529630436,0.5245945634410305,77.25,0.8874119674649424,193.9,16.63400132259223,116.65,2.477955271565495,116.65,1
0.0087351206987164,0.8880987965879746,2048,0.9556887777745382,0.9858899391957284,1000.0,0.0,1000.0,0.0,0.0,1.0,0.0,1
0.0003405069665001,0.8265098479372256,2048,0.9296286279005384,0.9467420476765632,53.85,12.67783498867216,63.85,29.13807646362402,10.0,1.1640838650866,10.0,1
0.0001389835348938,0.8838386476415734,128,0.9675139285352242,0.7775238682523422,174.65,12.850194551056417,420.5,202.59183102978264,245.85,2.393965271847424,245.85,1
0.000101808949158,0.8724004767278112,1024,0.9287991219852606,0.7907183108456302,39.0,8.17312669668102,32.7,10.770793842609743,-6.299999999999997,0.8175000000000001,-6.299999999999997,1
0.0011089082993198,0.820140550010425,128,0.9178565345809626,0.8767186484917324,1000.0,0.0,1000.0,0.0,0.0,1.0,0.0,1
0.0004332729418246,0.9866315217286384,1024,0.976888753659047,0.7260115279115356,280.2,55.86465787955744,372.3,279.338164238258,92.10000000000002,1.323968705547653,92.10000000000002,1
0.0014986070942886,0.8939238865289608,2048,0.9725560724016444,0.5513117228380531,562.05,29.55414522533176,960.1,66.59647137799419,398.05000000000007,1.7051771601101149,398.05000000000007,1
0.0003365758242205,0.9410373058582748,512,0.9834563040710008,0.8234677089378599,265.6,68.69308553267935,297.4,128.962940413128,31.799999999999955,1.115528882220555,31.799999999999955,1
0.000432094437438,0.8111761178997635,1024,0.9259002431779396,0.8060379975957302,350.85,108.64726181547329,485.6,178.99089362311145,134.75,1.3801335796504193,134.75,1
0.0006187317943498,0.8446190451174289,1024,0.9272489734127644,0.6105266576959023,157.8,15.813285553609662,270.45,86.94968372570426,112.64999999999998,1.70308564231738,112.64999999999998,1
0.0015308203478224,0.9090315729423896,1024,0.9544449154981274,0.6377619031845241,1000.0,0.0,1000.0,0.0,0.0,1.0,0.0,1
0.0011030361292738,0.833904391318522,128,0.9754177029928636,0.5787246728952897,1000.0,0.0,1000.0,0.0,0.0,1.0,0.0,1
0.0009735211743857,0.8295334739673726,1024,0.9440920486519008,0.8811544863006903,136.6,2.782085548648712,349.05,80.73070977019836,212.45,2.536700581395349,212.45000000000002,1
0.000452471438452,0.8077108700467927,2048,0.940907798896108,0.910785613140328,239.75,43.395708313150045,194.6,143.88829000304366,-45.150000000000006,0.8083073727933541,-45.150000000000006,1
0.0002345607239852,0.9372508426684402,512,0.952589395913542,0.9652523612135298,179.85,46.59643226685923,196.1,134.57856441499143,16.25,1.0843240254354438,16.25,1
0.0028580583990906,0.9467176219598442,1024,0.9401896925698604,0.6869280131194586,1000.0,0.0,1000.0,0.0,0.0,1.0,0.0,1
0.0002833941388444,0.910360259843294,128,0.9731201735236832,0.8483695758029508,778.0,158.4651381219226,799.6,159.7956194643645,21.600000000000023,1.02657594042881,21.600000000000023,1
0.0013433011156949,0.8490380317776008,128,0.9370390869340536,0.6533620234991551,1000.0,0.0,1000.0,0.0,0.0,1.0,0.0,1
0.0010440307746233,0.9099842706899304,128,0.9030695336355667,0.6379007233909502,1000.0,0.0,1000.0,0.0,0.0,1.0,0.0,1
0.0024421642248569,0.8482355147600189,128,0.974936992689136,0.9148882068789612,1000.0,0.0,1000.0,0.0,0.0,1.0,0.0,1
0.0015276765404975,0.9751705610113386,512,0.9732555208993304,0.5062559240371329,1000.0,0.0,1000.0,0.0,0.0,1.0,0.0,1
0.0048362023420208,0.8329105710641264,2048,0.9777445322473888,0.963612393228018,1000.0,0.0,1000.0,0.0,0.0,1.0,0.0,1
0.0007642710843556,0.8009854098793413,512,0.9340441257136586,0.6581242917339434,97.0,3.3166247903554,275.75,120.45242836904536,178.75,2.813775510204082,178.75,1
0.0001427245322646,0.995490842322592,2048,0.9750303752124124,0.6162708796655898,38.6,8.114185110040317,38.85,16.392910052824668,0.25,0.981060606060606,0.25,1
0.0001235461676681,0.8241572663227572,2048,0.9177559118961756,0.5756496259391984,34.5,8.028075734570521,34.0,14.142135623730953,-0.5,0.9577464788732394,-0.5,1
0.0006893930620424,0.9132903805140898,512,0.9610764356347552,0.8494581099576448,179.1,9.777013859047148,438.5,187.29188450117107,259.4,2.4347584675180456,259.4,1
0.0037772062377766,0.8491664010975134,1024,0.9045124832366088,0.5950282270867622,1000.0,0.0,1000.0,0.0,0.0,1.0,0.0,1
0.0078647677254665,0.9494833551696402,2048,0.966241719756456,0.6322495565984301,1000.0,0.0,1000.0,0.0,0.0,1.0,0.0,1
0.0003810884194713,0.8962003724595826,512,0.9300203455181972,0.9111844277416488,220.45,37.69015123344559,299.05,96.09915452281564,78.60000000000002,1.350417701512757,78.60000000000002,1
0.0002832909772258,0.9098971336810486,512,0.9033075560053404,0.9489312900234308,178.7,22.025212825305456,324.85,158.1990123230863,146.15000000000003,1.8077351140790208,146.15000000000003,1
0.0006117417129759,0.980604557809994,128,0.9181241615729004,0.8434906046587629,1000.0,0.0,1000.0,0.0,0.0,1.0,0.0,1
0.0006579912318723,0.960028705606364,128,0.9657447263422336,0.6296543397920376,1000.0,0.0,1000.0,0.0,0.0,1.0,0.0,1
0.0081228715103603,0.8538361330313705,2048,0.9687143874875686,0.9879722347329368,61.6,1.2000000000000002,165.75,29.192250684042847,104.15,2.6477635782747604,104.15,1
0.0004413866834267,0.832952034364387,512,0.9595764802048784,0.9015586986591788,149.7,7.59012516365837,427.6,246.74326738535336,277.90000000000003,2.837425348374254,277.90000000000003,1
0.0094184155945719,0.8110692706760992,1024,0.9736645965063476,0.7678758632159537,1000.0,0.0,1000.0,0.0,0.0,1.0,0.0,1
0.0002403906293324,0.9150278522740174,512,0.9613890291430772,0.8174919312408848,574.85,148.1942222220556,494.85,387.2830069858475,-80.0,0.8593383693670227,-80.0,1
0.0002147017135828,0.9698324514667576,512,0.961750300932546,0.607378469424299,85.2,22.139557357815445,108.65,44.48963362402528,23.450000000000003,1.2604408352668213,23.450000000000003,1
0.0003215104153592,0.8241679594772525,512,0.939901919779232,0.9339953914355406,208.5,29.89732429499336,356.8,144.27737175316165,148.3,1.7031026252983297,148.3,1
0.0004677809831599,0.9221111646133008,128,0.96563373750756,0.897836666741542,1000.0,0.0,1000.0,0.0,0.0,1.0,0.0,1
0.0025187819749297,0.888413981061941,2048,0.9742092497129206,0.9485767987539632,1000.0,0.0,1000.0,0.0,0.0,1.0,0.0,1
0.0004484051575249,0.8191190618522526,1024,0.97848767460265,0.584351619891113,174.95,15.376849482257413,267.85,70.95229030834733,92.90000000000003,1.5223074737141236,92.90000000000003,1
0.0007167230448691,0.8736771975917171,2048,0.9620866251457624,0.8472454236124862,193.95,44.246440534804606,304.75,106.98498726456904,110.8,1.563221338804822,110.80000000000001,1
0.000190775615016,0.8212079591740323,2048,0.9687924108869924,0.5049310181759643,49.7,14.6972786596703,51.7,24.61727036046036,2.0,1.019723865877712,2.0,1
0.0001391497541475,0.8558834006245302,1024,0.9053582796992352,0.6452646081554088,45.7,6.679071791798618,57.5,26.867266329122508,11.799999999999995,1.2312633832976445,11.799999999999997,1
0.0007312374528013,0.9685408013913313,2048,0.917480853333964,0.9587946893184174,211.15,62.35244582211671,282.85,226.0657592383243,71.70000000000002,1.3332547725665804,71.70000000000002,1
0.000315046452569,0.967397726430603,128,0.9389773633836416,0.8481537541130353,517.5,99.82910397273932,758.75,164.35019774858804,241.25,1.4633558341369337,241.25,1
0.0002655378086707,0.9896643925531464,2048,0.9673655150049668,0.8422931226328836,54.4,13.507035203922436,62.6,28.53839518963882,8.200000000000003,1.1299638989169676,8.200000000000003,1
0.0003993843389389,0.843664360871829,2048,0.9523965791339036,0.8723561992848554,72.6,15.554420593516172,80.65,31.52820166136978,8.050000000000011,1.095788043478261,8.050000000000011,1
0.0073879872199037,0.9473341569807971,128,0.9761591057470138,0.9899372412457816,109.75,54.904348643800525,182.1,19.390461572639264,72.35,1.6442437923250564,72.35,1
0.0080075433594377,0.8225476534893652,512,0.9175502327360818,0.9101228321523096,1000.0,0.0,1000.0,0.0,0.0,1.0,0.0,1
0.0011744847115544,0.958302007513214,2048,0.9817002899691594,0.6178840181452749,93.2,2.619160170741759,240.55,65.15556384530794,147.35000000000002,2.5536093418259025,147.35000000000002,1
0.0009637869881187,0.8652575702924986,128,0.9738118275686268,0.76494549150921,1000.0,0.0,1000.0,0.0,0.0,1.0,0.0,1
0.0005634117652658,0.8783282899371233,512,0.9514294337184048,0.6585846445454606,354.5,77.37926078737118,418.6,107.02822057756542,64.10000000000002,1.177496483825598,64.10000000000002,1
0.0001122103763486,0.9801754919341744,2048,0.9205929066650956,0.6494312847267573,34.35,7.192183256842111,44.3,19.060692537261072,9.949999999999996,1.2531824611032532,9.949999999999996,1
0.0014417512652614,0.814927810860058,512,0.9100627257725004,0.5618197883456991,1000.0,0.0,1000.0,0.0,0.0,1.0,0.0,1
0.0001500776111091,0.8918066276257145,1024,0.9408701583055754,0.5628598388439643,44.3,10.227903010881557,54.1,26.29429595939013,9.800000000000004,1.1942604856512142,9.800000000000004,1
0.0002462320683456,0.9558950290155688,1024,0.9748441912242812,0.6401602937922284,65.4,18.2,67.9,32.29071073853903,2.5,1.0225903614457832,2.5,1
0.0010668518972279,0.9156567848686056,1024,0.9283530154887208,0.582716633477828,476.2,5.853204250664758,999.4,1.8275666882497068,523.2,2.0943000838222967,523.2,1
0.0007683968059297,0.9679220849959072,128,0.9271592142900742,0.7816758536960573,1000.0,0.0,1000.0,0.0,0.0,1.0,0.0,1
0.0001702669450782,0.8569419257889943,512,0.952636138158386,0.855397879183526,83.5,18.786963565195947,107.65,27.882386913605515,24.15000000000001,1.27396449704142,24.150000000000006,1
0.0001129120664017,0.8808835212512911,2048,0.9213247970038984,0.9493744386694722,35.3,6.450581369148055,33.25,10.328964130056798,-2.049999999999997,0.915977961432507,-2.049999999999997,1
0.0012071567796172,0.9836863923973084,128,0.97148707125529,0.6643296096523369,1000.0,0.0,1000.0,0.0,0.0,1.0,0.0,1
0.0003806463118279,0.8994502498138934,2048,0.9835808127164424,0.8860008248484941,66.55,14.189696966461264,81.6,30.60620852049466,15.049999999999995,1.2079940784603995,15.049999999999997,1
0.000112775681723,0.8217418892153711,128,0.9875173297052914,0.9335734055775088,211.35,57.85522880431811,284.7,97.57258836374076,73.35,1.3407110901813044,73.35,1
0.0003756676143501,0.9548886367849896,128,0.958064907188156,0.7315818496922116,324.1,21.245940788771865,862.0,177.96685084588086,537.9,2.65149184866195,537.9,1
0.0084590620488705,0.911256552901039,1024,0.9452827909948124,0.884072692254602,1000.0,0.0,1000.0,0.0,0.0,1.0,0.0,1
0.0015707281769741,0.8617821844917777,128,0.965037630151706,0.6661880174885473,1000.0,0.0,1000.0,0.0,0.0,1.0,0.0,1
0.0034926645897883,0.812670853331764,2048,0.9820936840540624,0.7842613084213353,290.1,4.846648326421054,686.25,97.86974762407432,396.15,2.3574373067674337,396.15,1
0.0001320305802298,0.9054853929195552,1024,0.9563364741924988,0.8379688021624381,40.45,6.785830826066915,44.4,24.538541113929323,3.949999999999996,1.071170084439083,3.9499999999999957,1
0.0041010800504904,0.9605548446842916,128,0.9398521760368664,0.9122299958562504,1000.0,0.0,1000.0,0.0,0.0,1.0,0.0,1
0.0014340701565432,0.8439607255856573,2048,0.9589168905559642,0.8806502724363583,89.4,2.65329983228432,256.15,64.52695173336487,166.74999999999997,2.833517699115044,166.74999999999997,1
0.0036931887306654,0.8083978993658483,128,0.9162614792583404,0.543138009537808,1000.0,0.0,1000.0,0.0,0.0,1.0,0.0,1
0.0021270896510575,0.8492661321258196,1024,0.9003385585287192,0.7931144485443442,1000.0,0.0,1000.0,0.0,0.0,1.0,0.0,1
0.0008052142130812,0.8444720254407152,1024,0.9317926066751148,0.6735432645783366,125.0,3.591656999213594,322.35,82.69901752741686,197.35,2.5583333333333336,197.35000000000002,1
0.0006283444887796,0.980512338950644,128,0.9752517435737182,0.6895156466417718,1000.0,0.0,1000.0,0.0,0.0,1.0,0.0,1
0.0014451029738972,0.8530111026151928,1024,0.9642354045494956,0.9670094302168066,706.05,170.77689392889192,842.0,159.40232118761634,135.95000000000005,1.191031897588231,135.95000000000005,1
0.0011147414676922,0.9010348130871736,128,0.9888898922041196,0.8733905680990374,1000.0,0.0,1000.0,0.0,0.0,1.0,0.0,1
0.0002269472285678,0.8329672513878165,1024,0.9825854277556764,0.9818549641195692,59.15,12.28932463563397,71.8,34.8648820448313,12.65,1.1936824605153782,12.649999999999999,1
0.0043845819667013,0.9717293787347064,2048,0.9089021694935504,0.9187234309301612,98.35,0.7262919523166974,244.35,17.34726203180202,146.0,2.459486663311525,146.0,1
0.0046049479106712,0.8565789969094298,1024,0.9141209610899363,0.8008577468279268,1000.0,0.0,1000.0,0.0,0.0,1.0,0.0,1
0.0008126156113131,0.938243351909232,1024,0.9770102779343046,0.5664477601736221,331.85,13.10066792190383,792.35,193.2367136441727,460.5,2.380501727504882,460.5,1
0.0022618166818684,0.8022190432098406,512,0.9264953183621684,0.6524763156582407,1000.0,0.0,1000.0,0.0,0.0,1.0,0.0,1
0.0003944522537365,0.8794489577961192,128,0.9794878396267424,0.6973319614066467,436.3,70.91903834655402,685.45,190.9257643692962,249.15000000000003,1.5674594100160073,249.15000000000003,1
0.0001411062076676,0.8232735802986736,2048,0.9570565020642694,0.5041554862398865,37.0,10.03493896344168,39.75,13.564199202311944,2.75,1.0460526315789471,2.75,1
0.0001197454535024,0.9453216200118288,128,0.9159588635335288,0.9116945209813522,543.05,39.010863871490976,811.95,284.0152240637815,268.9000000000001,1.4924179762889442,268.9000000000001,1
0.0012933969651765,0.8815866087246013,128,0.9458552127421828,0.8381457393221391,1000.0,0.0,1000.0,0.0,0.0,1.0,0.0,1
0.0001242558573845,0.8053735510858926,512,0.91937007233208,0.9231037789327428,51.7,8.620324819866129,52.5,17.87875834614921,0.7999999999999972,0.9962049335863375,0.7999999999999972,1
0.0007133846249026,0.8176698189041863,128,0.9276801985489572,0.6500307576963542,1000.0,0.0,1000.0,0.0,0.0,1.0,0.0,1
0.0034221544806257,0.8351677598369778,1024,0.9108575405292354,0.9215662604566917,151.8,0.7483314773547883,376.55,20.37271459575281,224.75,2.4643324607329844,224.75,1
0.00028522977445,0.88275080054489,1024,0.9309951580698383,0.7673652153996375,76.55,18.914214231630137,103.85,42.31580673932614,27.3,1.3391360412637008,27.299999999999997,1
0.000237881368964,0.8545744095546939,512,0.9178685042272368,0.7639460668798783,190.6,10.136074190730849,462.9,203.36688520995745,272.29999999999995,2.4159707724425887,272.29999999999995,1
0.0002301239478755,0.9880778521358108,2048,0.9674303794506454,0.7231498067312107,44.75,7.595228765481656,47.9,15.62337991601049,3.1499999999999986,1.0469945355191257,3.1499999999999986,1
0.0003059813772155,0.9579567261452502,2048,0.9687889513797684,0.9367016882100284,44.25,10.217020113516464,57.7,26.302281269882272,13.450000000000005,1.2751381215469615,13.450000000000003,1
0.002353462169206,0.8417403154080617,128,0.9321110125293142,0.5223699151723185,1000.0,0.0,1000.0,0.0,0.0,1.0,0.0,1
0.0012769138614574,0.8623934621397508,128,0.9026306935701578,0.5534467328198074,1000.0,0.0,1000.0,0.0,0.0,1.0,0.0,1
0.0027635651504892,0.9987433922330344,128,0.9394086233892308,0.6015478398043917,1000.0,0.0,1000.0,0.0,0.0,1.0,0.0,1
0.0017975920820307,0.8452235488683411,2048,0.9388848638250294,0.6033768804885864,212.6,10.992724866929036,596.9,194.4687378475008,384.3,2.794475655430712,384.29999999999995,1
0.0002890310437807,0.8670133041688021,128,0.9790440526513514,0.8092178308702351,380.2,33.26048706799106,695.1,214.4798125698547,314.90000000000003,1.8234522560335784,314.90000000000003,1
0.0083770625935218,0.801204329891193,128,0.9320870009073564,0.5102780492590613,1000.0,0.0,1000.0,0.0,0.0,1.0,0.0,1
0.0095488406839096,0.9871264198721268,128,0.9121328732550468,0.7365774748049831,73.25,37.059243111536965,1000.0,0.0,926.75,13.468013468013469,926.75,1
0.0006921416733697,0.9520880687919948,128,0.9573141167023228,0.5066783466364133,1000.0,0.0,1000.0,0.0,0.0,1.0,0.0,1
0.0001078111967585,0.883341976334665,512,0.9093245598547982,0.7741593393758723,51.3,10.936635680134913,60.65,25.40526520231584,9.35,1.159655831739962,9.350000000000001,1
0.0072746137839306,0.9469011971461369,2048,0.9670548498146118,0.551591087623287,326.25,2.446936860648431,791.7,38.360265901059655,465.4500000000001,2.419251336898396,465.45000000000005,1
0.0001173150018415,0.8278331942803191,2048,0.923219168511243,0.6645121427231654,33.75,5.973901572674261,34.05,12.623291963667796,0.2999999999999971,0.9798561151079136,0.29999999999999716,1
0.0063456479189077,0.9492084992892914,512,0.9653100502517244,0.9943552259018476,1000.0,0.0,1000.0,0.0,0.0,1.0,0.0,1
0.0045489794974853,0.8253905145235326,1024,0.9241212619785828,0.631706910431443,1000.0,0.0,1000.0,0.0,0.0,1.0,0.0,1
0.0028751429103385,0.842243537088044,512,0.9680705313630544,0.515399470810382,1000.0,0.0,1000.0,0.0,0.0,1.0,0.0,1
0.0007586134190715,0.9002446086685326,2048,0.9053057459585694,0.771871343232718,101.75,6.956112420023127,284.35,105.78718022520498,182.6,2.767396593673966,182.60000000000002,1
0.0023987570359079,0.8861650797337376,1024,0.9711856059247732,0.74447133109419,1000.0,0.0,1000.0,0.0,0.0,1.0,0.0,1
0.0004061853599242,0.8116822357295426,1024,0.9877346294853911,0.8058756621870201,167.05,14.938122371971652,359.5,146.1757503828867,192.45,2.139244272537935,192.45,1
0.0028652618124058,0.8282246532228894,2048,0.9094396927548708,0.6626910069767852,1000.0,0.0,1000.0,0.0,0.0,1.0,0.0,1
0.0024218041491358,0.9793304186077568,512,0.9136407698736042,0.5704619646267195,1000.0,0.0,1000.0,0.0,0.0,1.0,0.0,1
0.0001458375736611,0.8310506898362586,512,0.9763249751151328,0.9586581090732488,62.45,15.787574227854003,61.1,19.19088325221119,-1.3500000000000014,0.9629629629629628,-1.3500000000000014,1
0.0003121741846145,0.8103125617344294,2048,0.9111685692363852,0.5668635918847973,50.05,11.160085125123375,60.6,28.582162269499488,10.550000000000004,1.187071498530852,10.550000000000004,1
0.0002970475082505,0.8670263329053054,1024,0.9261694484233652,0.9838401769821976,114.75,19.44961439206444,108.9,27.542512594169764,-5.849999999999994,0.9408207343412528,-5.849999999999994,1
0.0001142519944683,0.8180368674684934,1024,0.9297661508337302,0.8245300444512262,43.35,8.945809074644954,48.4,17.743731287415283,5.049999999999997,1.091319052987599,5.049999999999997,1
0.000566845690507,0.8632973496980968,512,0.9044767999651848,0.6973790656807575,463.85,30.123537308888544,873.35,159.77930873551807,409.5,1.8787781004625148,409.5,1
0.0069536195225219,0.8051790645517104,128,0.985083170348982,0.7381684205923496,1000.0,0.0,1000.0,0.0,0.0,1.0,0.0,1
0.0074215004872662,0.9463441377322924,2048,0.9290931848428476,0.8811370041043352,1000.0,0.0,1000.0,0.0,0.0,1.0,0.0,1
0.0018527702696977,0.947094028771618,1024,0.91143120192481,0.6205447990058515,1000.0,0.0,1000.0,0.0,0.0,1.0,0.0,1
0.0025231893605529,0.9648953440813738,128,0.9454315776339068,0.5138091251957901,1000.0,0.0,1000.0,0.0,0.0,1.0,0.0,1
0.0008046130280776,0.9831373115301412,1024,0.951395567570874,0.5370678184474341,141.05,6.59147176281595,410.25,219.2920142184845,269.2,2.888067581837381,269.2,1
0.0054565382840458,0.9822669489933537,512,0.9150361464445312,0.8679477526154804,1000.0,0.0,1000.0,0.0,0.0,1.0,0.0,1
0.0025912693314646,0.8691697902544411,128,0.9824141737980838,0.662788645173469,1000.0,0.0,1000.0,0.0,0.0,1.0,0.0,1
0.0005247842065906,0.872059231172057,2048,0.9508276613470245,0.8368324633452997,250.95,12.33480847034116,281.7,196.3891799463504,30.75,1.118078983925382,30.75,1
0.0017527206515291,0.8350731316225175,2048,0.9441202862803308,0.5734435165453972,657.35,89.91455666353474,999.85,0.653834841531101,342.5,1.5187210450368345,342.5,1
