learning_rate,gamma,batch_size,n_steps,clip_range,train_reward,train_reward_std,test_reward,test_reward_std,generalization_gap,epilen_ratio,gap,algorithm,gae_lambda,vf_coef,tau,buffer_size,ent_coef
0.0045809564988695,0.989501502574874,256.0,512.0,0.2008152845403006,532.8838371499999,82.06250434832963,18.72413514554501,13.785441409461436,-514.1597020044549,0.0748650551513729,-514.1597020044549,0,,,,,
0.0001530307772045,0.9815567886411218,64.0,1024.0,0.2343980394998887,178.48579045000002,2.0908144839867435,18.25986982807517,15.513975823924868,-160.22592062192484,0.1863029599535693,-160.22592062192484,0,,,,,
0.0003391936328445,0.947375064439462,128.0,128.0,0.1890128663927752,227.42711755,80.81990379225499,10.215951204672455,12.614581638965117,-217.2111663453276,0.1053384175405147,-217.21116634532754,0,,,,,
0.0004495026982683,0.8416317400566814,256.0,1024.0,0.2589301063563288,369.3682917,2.087241906809272,26.2931380241178,19.87082022282168,-343.07515367588223,0.145919518616021,-343.0751536758822,0,,,,,
0.0002188296180036,0.9039897838738276,256.0,512.0,0.1741903881278724,336.5389669499999,7.463223504691896,26.72206878382713,17.663470682824418,-309.8168981661728,0.189792663476874,-309.8168981661728,0,,,,,
0.0085821364435189,0.9608322499969044,128.0,2048.0,0.2573113966516042,182.85267245,8.766211939307077,16.121082830242813,8.462144759093489,-166.7315896197572,0.1528384279475982,-166.7315896197572,0,,,,,
0.0001427172536505,0.9505016405355566,256.0,512.0,0.162604649988691,102.3470648,5.783803735835454,24.86174922436476,15.645974547248963,-77.48531557563525,0.3164893617021277,-77.48531557563524,0,,,,,
0.0007016913638263,0.9750041768449385,64.0,2048.0,0.1481957472611403,389.10619424999993,5.753018466313542,26.16269045295194,27.03480344549149,-362.943503797048,0.184433788270011,-362.943503797048,0,,,,,
0.001506416489572,0.8209435423386898,64.0,1024.0,0.1164674127083334,368.17090605,3.475337460322583,40.32232909486629,20.972540838743733,-327.8485769551337,0.2245430809399477,-327.8485769551337,0,,,,,
0.000198030282442,0.9076895188221112,64.0,2048.0,0.2692411181717571,368.435569,1.40795075597153,19.32365157417953,19.79126275018129,-349.1119174258205,0.1395435839880284,-349.1119174258205,0,,,,,
