algorithm,learning_rate,gamma,clip_range,n_steps,gae_lambda,vf_coef,tau,buffer_size,ent_coef,train_reward,train_reward_std,test_reward,test_reward_std,seed_repetition,seed_value,generalization_gap
0,0.0055998378790836,0.8103296224354661,0.2750083506223024,512.0,,,,,,224.9210728,93.86863726664367,14.802119077637323,8.675850971831148,0,29171,210.11895372236268
0,0.0055998378790836,0.8103296224354661,0.2750083506223024,512.0,,,,,,365.9613909,36.94448784010272,15.96344964292366,14.499920827365406,1,63490,349.9979412570764
0,0.0055998378790836,0.8103296224354661,0.2750083506223024,512.0,,,,,,79.9558908,11.539885621209647,26.21633455716073,15.722888812040056,2,40174,53.73955624283927
0,0.0032213745991924,0.9730531009473232,0.2978721722188002,128.0,,,,,,250.1858111,70.5865827806359,4.220486911199987,4.285329230267784,0,42534,245.9653241888
0,0.0032213745991924,0.9730531009473232,0.2978721722188002,128.0,,,,,,253.88316010000003,27.26181614775039,7.812980324029922,3.822120734215771,1,70998,246.0701797759701
0,0.0032213745991924,0.9730531009473232,0.2978721722188002,128.0,,,,,,206.4317208,1.587403875839846,3.43436161018908,3.3464308938156373,2,9240,202.9973591898109
0,0.0037821025171997,0.8044810733089632,0.2990270369867847,128.0,,,,,,70.1242523,5.775973589547169,26.06024840660393,10.071482092555604,0,4415,44.06400389339606
0,0.0037821025171997,0.8044810733089632,0.2990270369867847,128.0,,,,,,41.09083679999999,1.4775570107443423,20.048933025076984,11.312070835766338,1,52202,21.041903774923007
0,0.0037821025171997,0.8044810733089632,0.2990270369867847,128.0,,,,,,142.2590095,35.936330416811366,17.322467461042105,13.122929112207762,2,55937,124.93654203895788
0,0.0051729800441309,0.9283940641311604,0.2547017299436853,2048.0,,,,,,429.5138374,86.20270509369611,8.015736725926399,5.216734922160216,0,80466,421.4981006740736
0,0.0051729800441309,0.9283940641311604,0.2547017299436853,2048.0,,,,,,333.5068559,5.106409151605391,7.413665027916432,2.528090367031006,1,22325,326.0931908720836
0,0.0051729800441309,0.9283940641311604,0.2547017299436853,2048.0,,,,,,234.4991683,102.9184375177467,5.316506867110729,5.232345971434317,2,2022,229.1826614328893
0,0.003742455984256,0.8436229421413712,0.1009929894955272,512.0,,,,,,110.7694822,38.29724498896537,25.753743182867765,14.179872240025464,0,69681,85.01573901713223
0,0.003742455984256,0.8436229421413712,0.1009929894955272,512.0,,,,,,246.9218528,102.93436538269695,26.57864982485772,17.230503416138145,1,94125,220.34320297514228
0,0.003742455984256,0.8436229421413712,0.1009929894955272,512.0,,,,,,180.10680630000002,125.778064708003,24.88135267049074,16.490321840515005,2,6489,155.22545362950927
0,0.0001887574336045,0.9452671237237368,0.2875835466387056,128.0,,,,,,162.12297569999998,50.4385478536065,13.875762194022537,11.249199314680393,0,46890,148.24721350597744
0,0.0001887574336045,0.9452671237237368,0.2875835466387056,128.0,,,,,,259.2758923,6.012321581079621,11.19200890213251,7.634377335347702,1,27982,248.0838833978675
0,0.0001887574336045,0.9452671237237368,0.2875835466387056,128.0,,,,,,190.4418404,4.676427244526064,24.344402782619,11.103021600102617,2,5805,166.097437617381
0,0.002337800644609,0.8530971231714639,0.1564305742819514,128.0,,,,,,86.6930072,14.472598944788505,3.53798936791718,2.600543932275792,0,34767,83.15501783208282
0,0.002337800644609,0.8530971231714639,0.1564305742819514,128.0,,,,,,91.0377071,12.102375673860918,10.154806351661682,7.665997863161924,1,10372,80.88290074833833
