algorithm,learning_rate,gamma,clip_range,n_steps,gae_lambda,vf_coef,tau,buffer_size,ent_coef,train_reward,train_reward_std,test_reward,test_reward_std,generalization_gap,n_seeds
0,0.0069016886660209,0.961234452402414,0.1750215323320041,1024.0,,,,,,81.51707962980242,248.1857229789981,-454.0460739333334,100.26043196159969,535.5631535631359,3
0,0.0012356251413898,0.9284800688009036,0.257485333537895,1024.0,,,,,,1195.6565338131904,99.42697840112852,-593.0921946,63.36848088354957,1788.7487284131905,3
0,0.0007627808189164,0.9222718677857032,0.2746879847714077,1024.0,,,,,,1253.4015735186822,44.2252625157462,-357.7970748,82.282126933215,1611.1986483186822,3
0,0.0011361192511671,0.9373467427721978,0.1688467530610894,512.0,,,,,,1241.1487846191892,393.1748302213016,-588.0486288666666,134.07866592232378,1829.1974134858558,3
0,0.0006166875163253,0.9402205462034072,0.1979457842212371,2048.0,,,,,,1244.7188241774109,201.48532845402337,-424.8590150333334,78.4406374617335,1669.577839210744,3
0,0.002036648320496,0.8628666112883102,0.2593044029853008,512.0,,,,,,-1.5430738308886494,64.71394631779548,-547.2240289,68.64029178819855,545.6809550691113,3
0,0.0001979105479972,0.8608056544042704,0.2490650293071732,128.0,,,,,,485.8287104700401,180.16073777946303,-1337.6425944333332,41.01146696524906,1823.4713049033733,3
0,0.0001903415091408,0.8690829298289423,0.2496216848155475,1024.0,,,,,,582.6411186347949,101.41271469049848,-634.1435072333334,36.74660942531483,1216.7846258681282,3
0,0.0001786440517956,0.8938535503520976,0.1671553092907864,128.0,,,,,,849.8623534016662,44.76167273308686,-296.95098320000005,70.29145469830634,1146.8133366016662,3
0,0.0014834450524418,0.8159956095009083,0.1588091186906176,1024.0,,,,,,198.04966570565446,9.632070585982774,-26.488024566666667,16.91599411596253,224.53769027232116,3
0,0.0020955468899995,0.8130911998526217,0.1760981640346919,1024.0,,,,,,177.78566331560538,100.1547194538586,-461.01216363333333,46.9464942796776,638.7978269489388,3
0,0.0001506687130345,0.8150539303455706,0.220723892250515,1024.0,,,,,,71.82514147514017,87.47234250125136,-526.6238307333333,28.168216251418198,598.4489722084735,3
0,0.0001628038685609,0.8603660220178551,0.2116843927970674,2048.0,,,,,,288.2141717425849,127.75569549264556,-803.3958477333332,35.17305839178983,1091.6100194759183,3
0,0.0020910165930301,0.8363486280660134,0.2835100095871082,512.0,,,,,,-27.33851385761712,23.783463761326562,-386.06842789999996,51.4007389367433,358.7299140423829,3
0,0.0001534409892866,0.9109621963271994,0.12205359659157,512.0,,,,,,1077.297859092395,155.10094299205008,-482.92784023333326,72.47544449147635,1560.225699325728,3
0,0.0002752116435132,0.9123972164485088,0.1280860564581533,2048.0,,,,,,390.86581563761473,124.08658980043248,-601.5296748333334,28.209903874899208,992.3954904709481,3
0,0.0051804960571153,0.8217435563033759,0.2196838632496855,128.0,,,,,,-367.9860981265069,56.412772447812095,-69.56079433333333,64.22841689377212,-298.4253037931735,3
0,0.0021270613518505,0.8683407038414175,0.2440279082458581,128.0,,,,,,-47.26845989110716,24.076334165827177,-642.386795,76.29260257904389,595.1183351088928,3
0,0.001568835121042,0.9456485688581614,0.2693688217222262,512.0,,,,,,730.36435183172,161.24537347939565,-49.27627376666667,137.5313474722235,779.6406255983866,3
0,0.0003004411489484,0.8094554469089073,0.211276314018565,2048.0,,,,,,7.149542578208517,7.006231276542787,-295.4435771,19.69741818103969,302.59311967820855,3
0,0.005560376683354,0.9057914412678212,0.1360880750103465,512.0,,,,,,-89.16078282163012,86.16750539695214,-520.0810384333333,119.74050562801379,430.9202556117032,3
0,0.0004892245199122,0.967605024029516,0.1320543534933618,2048.0,,,,,,1239.974883172357,353.1082768780293,-191.56703643333336,88.7961012688926,1431.5419196056903,3
0,0.0002281106642572,0.8017610361354428,0.1158715174618869,1024.0,,,,,,27.181071434470265,47.25399722536301,-407.33645626666663,30.443708797623927,434.51752770113694,3
0,0.0018311650511244,0.9247937491403816,0.1762166857890255,1024.0,,,,,,932.9453193690861,446.57908340688755,-379.42524679999997,96.1415204243201,1312.3705661690863,3
0,0.0067645286552397,0.8331981131024911,0.2856180995546577,2048.0,,,,,,-182.2677526980941,19.287559372587314,-228.11636379999996,92.59675434611653,45.84861110190585,3
0,0.0005868211230646,0.8561299562089141,0.2626996786571838,128.0,,,,,,283.9666732962883,108.68945199184635,-270.98165063333335,82.95438257486755,554.9483239296217,3
0,0.0002938387617759,0.8005862704879981,0.1844956336209947,1024.0,,,,,,183.66452641547377,155.05606560827636,-488.4759798333334,16.596721380015587,672.1405062488071,3
0,0.0014548084634573,0.8656954223579895,0.1238287938872356,128.0,,,,,,11.310554522922272,13.806725398712018,-317.3996075333334,21.572300685139165,328.7101620562557,3
0,0.0013819378482864,0.8304963870330359,0.2760110653974479,128.0,,,,,,-5.067128765004948,20.28624527081959,-491.6411680666666,46.63254672172396,486.5740393016617,3
0,0.0003842658757402,0.8827806151664055,0.2946486507694918,128.0,,,,,,481.00244857911235,213.3389267912239,-558.7580474999999,51.556770525047774,1039.7604960791123,3
0,0.0022829635381103,0.8197139044586195,0.1789880365879801,128.0,,,,,,-19.095146308395368,19.105309402996067,-383.4357876000001,92.7843928374648,364.3406412916047,3
0,0.0002718418147507,0.8423686770487666,0.2247240263016077,512.0,,,,,,377.2745877974215,116.68371150215569,-627.9230760666666,21.42717880953512,1005.1976638640881,3
0,0.0003293506000025,0.8895797803450821,0.1646241395132414,1024.0,,,,,,762.0783330679327,36.299549926174805,-653.2502845333333,38.06832587234329,1415.3286176012662,3
0,0.0001878965261875,0.944631710268802,0.2693343344238766,2048.0,,,,,,1282.919814431484,46.3163092674772,-680.4807508333333,85.88473478057341,1963.4005652648175,3
0,0.0082086865186507,0.8024309486043557,0.2341041807176238,2048.0,,,,,,-178.17194320754496,42.994728479073906,-346.48467253333337,112.84394114596078,168.31272932578838,3
0,0.0005572493534158,0.9421470931255094,0.1323615415160461,2048.0,,,,,,1219.1510951339167,78.19477008799727,-793.6793881,50.01510399328415,2012.8304832339163,3
0,0.0075374818081554,0.8398311492076929,0.2764047662921161,512.0,,,,,,-412.2957404941146,46.83660364391552,-784.7002401,78.43002049478916,372.4044996058854,3
0,0.0008859942380916,0.8017130280142984,0.2891180034735565,512.0,,,,,,308.5398547416294,33.781544633675246,-452.9618063,24.16137620818344,761.5016610416295,3
0,0.0017864705631704,0.8311053496662764,0.2233759682220602,512.0,,,,,,198.73416658915195,102.88515945991544,-503.11305680000004,44.111773766261564,701.8472233891521,3
0,0.0046624748905934,0.8981397224908081,0.2278601128696386,2048.0,,,,,,178.87537663322448,150.4489919992805,-265.70577476666665,150.39265459286932,444.5811513998911,3
