algorithm,learning_rate,gamma,clip_range,n_steps,gae_lambda,vf_coef,tau,buffer_size,ent_coef,train_reward,train_reward_std,test_reward,test_reward_std,seed_repetition,seed_value,generalization_gap
0,0.0006892766602048,0.8276533693613994,0.1520417232538847,128.0,,,,,,38.71698240041733,15.749686904747632,169.7235565,1.4888800395545818,0,83802,-131.00657409958268
0,0.0006892766602048,0.8276533693613994,0.1520417232538847,128.0,,,,,,48.81927779316902,24.74048101175662,171.38834580000002,1.3657426244338815,1,43744,-122.569068006831
0,0.0006892766602048,0.8276533693613994,0.1520417232538847,128.0,,,,,,36.800419355928895,23.71931358217875,170.29451569999998,1.4514060091105505,2,15032,-133.49409634407107
0,0.0028893605494524,0.882276438868229,0.1804060999258052,1024.0,,,,,,34.11657817363739,28.341800330063624,143.0542077,48.33289334994672,0,86548,-108.93762952636261
0,0.0028893605494524,0.882276438868229,0.1804060999258052,1024.0,,,,,,46.188251143693925,20.52520683108093,178.1592879,3.7017057726815215,1,16018,-131.9710367563061
0,0.0028893605494524,0.882276438868229,0.1804060999258052,1024.0,,,,,,58.85192273110151,30.35567768181448,171.33618920000004,2.8569813008863334,2,35728,-112.48426646889853
0,0.0003108067962683,0.9510761220144366,0.2835908255500561,1024.0,,,,,,97.13905340209604,70.08371701966038,281.3537362,1.0132689433646715,0,37607,-184.21468279790398
0,0.0003108067962683,0.9510761220144366,0.2835908255500561,1024.0,,,,,,110.51429325453935,75.71684805347722,281.26946470000007,2.033108922841132,1,79615,-170.75517144546072
0,0.0003108067962683,0.9510761220144366,0.2835908255500561,1024.0,,,,,,86.50731065273285,28.21571197126025,242.2106645,1.0884151789940553,2,59362,-155.70335384726715
0,0.0016343607134126,0.8142592352979949,0.2541604799825772,128.0,,,,,,28.145094871521,19.05507874242683,42.24941030000001,0.925556455603552,0,1545,-14.104315428479008
0,0.0016343607134126,0.8142592352979949,0.2541604799825772,128.0,,,,,,48.79821388982237,22.053239511800225,107.6996369,0.9087812226068974,1,25995,-58.90142301017763
0,0.0016343607134126,0.8142592352979949,0.2541604799825772,128.0,,,,,,62.41198707818985,20.626162965601395,45.1626142,0.9632828149143732,2,62675,17.249372878189853
0,0.0072496500991589,0.8627118116917228,0.171796234309859,1024.0,,,,,,52.456201284751295,33.78665055279194,93.9478174,0.9570241933470836,0,42033,-41.49161611524871
0,0.0072496500991589,0.8627118116917228,0.171796234309859,1024.0,,,,,,39.95024116523564,22.610152648325965,105.4043823,1.6232742023452489,1,4464,-65.45414113476436
0,0.0072496500991589,0.8627118116917228,0.171796234309859,1024.0,,,,,,48.68571767508983,34.962586855742586,39.8171782,1.1054421113026949,2,18888,8.868539475089833
0,0.0013057803310376,0.8272748750891353,0.202096459388626,1024.0,,,,,,65.72182993292809,20.973367551142275,242.4729759,34.8245845210444,0,32236,-176.75114596707192
0,0.0013057803310376,0.8272748750891353,0.202096459388626,1024.0,,,,,,53.539394694799554,27.221148746455764,170.54180820000002,1.90393769556022,1,41835,-117.00241350520047
0,0.0013057803310376,0.8272748750891353,0.202096459388626,1024.0,,,,,,62.62122442047112,18.039237566166385,170.1987863,2.080069105856583,2,20860,-107.57756187952887
0,0.0007452256828766,0.8658075750106491,0.1015554311012824,2048.0,,,,,,69.60422765016556,43.09407645038129,265.2491542,5.736578438095188,0,70338,-195.64492654983445
0,0.0007452256828766,0.8658075750106491,0.1015554311012824,2048.0,,,,,,63.55980980992317,30.27663297817477,190.3582527,2.010229204561759,1,85469,-126.79844289007684
0,0.0007452256828766,0.8658075750106491,0.1015554311012824,2048.0,,,,,,49.49465721845627,24.95853493828884,273.7127104,2.028924980036978,2,44289,-224.21805318154372
0,0.0012090732760685,0.871871147533935,0.2218082769586586,512.0,,,,,,74.97873313979362,49.363360017305546,307.2728652,16.65574821983243,0,3481,-232.29413206020638
0,0.0012090732760685,0.871871147533935,0.2218082769586586,512.0,,,,,,47.83279547840357,24.33622076143692,169.9793254,1.794713163755604,1,74195,-122.14652992159643
0,0.0012090732760685,0.871871147533935,0.2218082769586586,512.0,,,,,,56.80283456370235,37.521730362027824,69.4998427,1.4951261120204602,2,83802,-12.697008136297654
0,0.0044305274149819,0.8666684253165333,0.2851883743162555,1024.0,,,,,,36.75240717530251,20.44919393639924,268.8384983,1.64485233295983,0,43744,-232.08609112469753
0,0.0044305274149819,0.8666684253165333,0.2851883743162555,1024.0,,,,,,46.84399038881529,16.36213670651166,113.2807923,0.932918239244582,1,15032,-66.43680191118472
0,0.0044305274149819,0.8666684253165333,0.2851883743162555,1024.0,,,,,,54.68612425327301,25.05554654867692,158.89271829999998,1.2557391165672955,2,86548,-104.20659404672698
0,0.0045046163642826,0.9104411056157384,0.1175434624763083,2048.0,,,,,,60.2893287435174,9.402336981207588,202.417594,4.193444230720374,0,16018,-142.12826525648262
0,0.0045046163642826,0.9104411056157384,0.1175434624763083,2048.0,,,,,,113.94938912391665,44.64891484224814,93.028965,1.3398722200324915,1,35728,20.920424123916646
0,0.0045046163642826,0.9104411056157384,0.1175434624763083,2048.0,,,,,,68.77757021784782,15.818360555557566,228.5076655,28.60395237999652,2,37607,-159.73009528215218
0,0.0081772447290592,0.8790381601283566,0.2168235960610043,1024.0,,,,,,29.44712135195732,15.190520634127653,39.8338326,1.1906016871428662,0,79615,-10.38671124804268
0,0.0081772447290592,0.8790381601283566,0.2168235960610043,1024.0,,,,,,37.185900861024855,18.584419789125214,134.12216669999998,6.420868893290253,1,59362,-96.93626583897512
0,0.0081772447290592,0.8790381601283566,0.2168235960610043,1024.0,,,,,,97.64840183854103,42.09231263070588,133.6057619,47.81418463244445,2,1545,-35.95736006145897
0,0.0001758328615198,0.9003660003513372,0.2514745374489028,2048.0,,,,,,59.347782623767856,24.315706182017724,170.2128329,1.0356444014159978,0,25995,-110.86505027623214
0,0.0001758328615198,0.9003660003513372,0.2514745374489028,2048.0,,,,,,65.47619465999306,36.30485002181916,171.0887705,1.1671985885773906,1,62675,-105.61257584000695
0,0.0001758328615198,0.9003660003513372,0.2514745374489028,2048.0,,,,,,45.87388687110506,19.041857960710736,170.43598029999998,1.1246827868986942,2,42033,-124.56209342889493
0,0.0039428712441408,0.9464349159271044,0.1081128958929734,1024.0,,,,,,78.44740984439849,48.87988634386152,55.791987000000006,0.133330307486333,0,4464,22.655422844398487
0,0.0039428712441408,0.9464349159271044,0.1081128958929734,1024.0,,,,,,74.04466560906731,60.52971929904968,455.7505513,55.02030147218001,1,18888,-381.7058856909327
0,0.0039428712441408,0.9464349159271044,0.1081128958929734,1024.0,,,,,,232.7398081988096,101.91051194643012,184.9889536,0.7724268472837065,2,32236,47.75085459880961
0,0.0086829343416059,0.989038450859549,0.2635927504863363,128.0,,,,,,11.419418438524009,16.122805760939052,110.8009477,24.231423653918203,0,41835,-99.38152926147599
0,0.0086829343416059,0.989038450859549,0.2635927504863363,128.0,,,,,,21.49317238032818,23.095000613034703,25.6913465,7.868516382613681,1,20860,-4.1981741196718225
0,0.0086829343416059,0.989038450859549,0.2635927504863363,128.0,,,,,,9.17805007174611,10.287602227373128,4.5050931,1.8451781323227008,2,70338,4.67295697174611
