learning_rate,gamma,batch_size,tau,buffer_size,train_reward,train_reward_std,test_reward,test_reward_std,generalization_gap,epilen_ratio
0.0030547040080406,0.8868989488572583,256,0.0054063458541837,1000000,2.0,0.0,9.1,1.7,7.1,3.033333333333333
0.0025404835763257,0.8470529324246866,64,0.0070411250992674,10000,2.0,0.0,9.75,1.3738631664034089,7.75,3.25
0.0016046647553102,0.8715123447193975,128,0.0063644215982778,10000,141.9,55.794175323236026,126.15,3.609362824654789,-15.75,0.8827851644506648
0.0013491716680008,0.8572321167927726,64,0.0085139273618552,10000,98.1,0.3,260.25,5.717298313014636,162.15,2.6261352169525733
0.0001864103072709,0.8524088476052114,64,0.0060095561646726,1000000,1000.0,0.0,958.8,179.5866364738758,-41.200000000000045,0.9588
0.0009410737021404,0.8939282567054422,128,0.0083471525347947,1000000,961.8,127.4,1000.0,0.0,38.200000000000045,1.0396091069757771
0.0023614251336514,0.8031355161778716,64,0.006106915812792,100000,43.2,0.5099019513592784,117.4,3.3376638536557266,74.2,2.656108597285068
0.0003539038334144,0.9159899096252738,64,0.0061857632400449,100000,119.2,31.14899677357202,355.95,77.37407511563546,236.75,2.961314475873544
0.0097550442038098,0.983393980949838,64,0.0081951466989293,100000,2.0,0.0,8.45,1.6874537030686203,6.449999999999999,2.8166666666666664
0.0015408288675073,0.8904652281840258,64,0.0055742119873946,10000,1000.0,0.0,1000.0,0.0,0.0,1.0
0.0002787928036272,0.9122746125468404,64,0.0056404070182222,10000,172.7,22.221836107756715,365.55,34.309583209360035,192.85,2.104490500863558
0.0065206396090619,0.8723596415217371,64,0.0058012799937951,100000,2.0,0.0,8.65,1.9306734576307825,6.65,2.8833333333333333
0.0026803902763486,0.9344770252913612,128,0.0059227333355438,10000,2.0,0.0,8.9,1.7,6.9,2.966666666666667
0.000365962211134,0.9979894209780016,64,0.0099300135427651,10000,1000.0,0.0,1000.0,0.0,0.0,1.0
0.0002586551958159,0.9522065961961717,128,0.0086309588998676,1000000,121.9,19.45481945431517,241.95,40.634314316843096,120.04999999999998,1.968673718470301
0.0012984377617531,0.9429565361224124,256,0.0057168785140226,1000000,2.0,0.0,8.9,1.5459624833740306,6.9,2.966666666666667
0.0066389286234571,0.8173231442482032,128,0.0051511837771283,1000000,2.0,0.0,9.15,1.5580436450882882,7.15,3.0500000000000003
0.0041987073498792,0.8016854217677986,256,0.0096082487119982,10000,2.0,0.0,9.0,1.51657508881031,7.0,3.0
0.0005728791095585,0.9295020104003784,256,0.0072186732052653,100000,1000.0,0.0,384.85,167.75645293102735,-615.15,0.38485
0.0001074366062986,0.818688861696639,256,0.0076003350437361,10000,568.95,270.71137305255576,181.95,19.236618725753235,-387.00000000000006,0.3193225693225693
0.002905591366951,0.8179566842408872,64,0.0088468464938741,100000,2.0,0.0,9.3,1.4525839046333953,7.300000000000001,3.1
0.0001081305779897,0.8976832707508732,128,0.0092143967088192,10000,126.0,20.549939172659368,410.65,51.66069589155764,284.65,3.233464566929133
0.0030891747479186,0.9495810944827257,128,0.0095765766835402,10000,2.0,0.0,8.6,1.7146428199482249,6.6,2.8666666666666667
0.0001984260849023,0.8783223839974531,256,0.0081936865711827,10000,844.65,274.48338292144393,1000.0,0.0,155.35000000000002,1.1835019823658204
0.0072127630883945,0.968749720246154,64,0.0064430021810748,10000,2.0,0.0,9.15,1.5580436450882882,7.15,3.0500000000000003
0.0002415653240202,0.968198209873696,128,0.0090960676652218,10000,831.85,238.0200149147126,1000.0,0.0,168.14999999999998,1.201634222542658
0.009158958170958,0.891669823845471,256,0.005837220083221,1000000,1000.0,0.0,1000.0,0.0,0.0,1.0
0.0001537658875276,0.9089818560969471,256,0.0058271114545375,10000,1000.0,0.0,1000.0,0.0,0.0,1.0
0.0001329774570546,0.9895910839742392,64,0.0063133175887186,1000000,1000.0,0.0,904.0,167.0610666792236,-96.0,0.904
0.0001013961758692,0.8758542532140627,64,0.0050831317427037,100000,135.25,21.61220719871064,141.15,18.407267586472468,5.900000000000006,1.0359633027522936
0.0001728403129018,0.8369336193272524,256,0.0083293615070301,10000,100.15,1.851350858157362,1000.0,0.0,899.85,9.886307464162137
0.0007089566869983,0.896449429270821,256,0.0075670979972966,100000,882.05,223.12227029142565,1000.0,0.0,117.95000000000005,1.1333371111237036
0.0026836697837067,0.92511955382906,64,0.0074057808088265,1000000,177.55,50.122325365050656,1000.0,0.0,822.45,5.6006720806496775
0.0013675680819238,0.8775105139538981,256,0.0055391817458141,1000000,139.55,4.769433928675393,749.45,277.9693283439739,609.9000000000001,5.332266097474208
0.0015783517770708,0.8309124954753123,128,0.0063556233789459,10000,2.0,0.0,8.45,1.6874537030686203,6.449999999999999,2.8166666666666664
0.0003134628088987,0.9343746294334396,128,0.0073420145485352,100000,126.0,24.38237068047322,213.35,11.1949765520076,87.35,1.6799212598425195
0.0002201272115063,0.913795510665708,128,0.0083499718591452,100000,1000.0,0.0,1000.0,0.0,0.0,1.0
0.0002122329993609,0.8801648576198411,256,0.0081954809605505,1000000,103.0,4.722287581247038,240.3,40.82413501839323,137.3,2.310576923076923
0.0079111470812415,0.9154230441797376,128,0.0070939969854562,1000000,2.0,0.0,8.9,1.7,6.9,2.966666666666667
0.0018577400011855,0.8322340380625151,64,0.0091406898670954,100000,56.65,2.17428149051589,143.35,9.701932797128622,86.69999999999999,2.486556808326106
0.0008199417343668,0.9953853086104972,64,0.0067221666549414,100000,1000.0,0.0,575.55,391.7660622106004,-424.4500000000001,0.57555
0.0015350891939672,0.8096781016431616,128,0.0069507015142254,100000,2.0,0.0,8.9,1.5459624833740306,6.9,2.966666666666667
0.0014415704848716,0.9092959973684274,64,0.0050789834183762,100000,1000.0,0.0,1000.0,0.0,0.0,1.0
0.0019120705432813,0.8925109791724186,64,0.0079200972183208,100000,1000.0,0.0,1000.0,0.0,0.0,1.0
0.0021066013812301,0.8650159810494925,64,0.0088006058493919,10000,1000.0,0.0,954.9,196.5863423536844,-45.10000000000002,0.9549
0.0059796150670612,0.8834518435861827,256,0.0085688231739152,1000000,1000.0,0.0,1000.0,0.0,0.0,1.0
0.0001818579533035,0.9901647436098552,256,0.0098260616114995,10000,1000.0,0.0,1000.0,0.0,0.0,1.0
0.0004093154330382,0.941395255687562,256,0.0089913460202456,100000,1000.0,0.0,1000.0,0.0,0.0,1.0
0.0041277912829507,0.8390994481535842,256,0.0065820541762898,100000,2.0,0.0,8.6,1.7146428199482249,6.6,2.8666666666666667
0.0001117488323608,0.803747591432983,128,0.0075714493548401,10000,82.3,7.68830280361017,202.0,46.509138886889744,119.7,2.424969987995198
0.000258684279664,0.8527744097548684,256,0.0060025063419008,100000,75.85,14.656994917103574,287.55,18.6372610648668,211.7,3.74170461938842
0.0045421013803196,0.8064131360823283,256,0.00975902945469,10000,1000.0,0.0,1000.0,0.0,0.0,1.0
0.0026477950687849,0.872392425186945,64,0.0073991981202771,10000,2.0,0.0,9.1,1.7,7.1,3.033333333333333
0.0008340193305228,0.8373243593659933,128,0.0077931712286294,10000,1000.0,0.0,1000.0,0.0,0.0,1.0
0.0001186344699368,0.8247571429068477,256,0.0090654821017044,10000,170.1,22.75280202524516,400.1,14.491031709302137,230.00000000000003,2.338398597311514
0.0043035147585637,0.9590241601194812,128,0.0086452145962076,10000,2.0,0.0,10.15,1.6815171720800235,8.15,3.3833333333333333
0.0003888525609891,0.967480930357476,256,0.0076764264804239,100000,1000.0,0.0,1000.0,0.0,0.0,1.0
0.0043269099273249,0.8609275278761623,64,0.0079815165291829,10000,2.0,0.0,8.9,1.7,6.9,2.966666666666667
0.0002304973563195,0.8002303518648632,256,0.0052203071026255,1000000,130.85,4.66127664915954,331.35,8.205333631242546,200.50000000000003,2.513083048919227
0.0002366196944676,0.8881099106610447,128,0.0060733078879221,100000,92.8,8.953211714239757,192.8,10.057832768544126,100.0,2.05543710021322
0.0081758795601514,0.93060317681093,64,0.0091804292727778,10000,2.0,0.0,8.45,1.6874537030686203,6.449999999999999,2.8166666666666664
0.0091255567902391,0.9887101178172996,64,0.0080896574498581,100000,2.0,0.0,8.85,1.5256146302392355,6.85,2.95
0.0008327993935675,0.9652199456300076,256,0.0074422579997554,100000,1000.0,0.0,1000.0,0.0,0.0,1.0
0.0095840783443839,0.9493204281474096,128,0.0068370192038055,1000000,49.3,43.17534018395222,116.4,7.48598690888516,67.10000000000001,2.3141153081510937
0.0002075382610149,0.8492600550131808,64,0.0060899875351561,10000,1000.0,0.0,156.1,10.999545445153633,-843.9,0.1561
0.000192382555933,0.9728571354749956,256,0.0073469897793614,1000000,1000.0,0.0,904.65,191.3317211023828,-95.35000000000002,0.90465
0.0001665815857814,0.919436067666943,128,0.0070274936777962,100000,117.1,6.171709649683789,264.45,46.48599251387455,147.35,2.239204064352244
0.0008485355541887,0.8394207623015097,256,0.0070637417727575,10000,118.3,30.985641836179543,1000.0,0.0,881.7,8.382229673093043
0.0033771880900234,0.8002135862387603,64,0.00718318416385,100000,2.0,0.0,9.15,1.5580436450882882,7.15,3.0500000000000003
0.0022795631148776,0.9764295429557316,128,0.0080332455890745,1000000,2.0,0.0,9.0,1.51657508881031,7.0,3.0
0.009361163559386,0.9857591024037112,256,0.0091575995709263,10000,2.0,0.0,9.1,1.6093476939431082,7.1,3.033333333333333
0.0005786634486707,0.8848127469690326,256,0.0071167396887115,10000,130.65,17.920030691938003,1000.0,0.0,869.35,7.59589821496392
0.0006261436432073,0.9831661464420648,64,0.0058958006304003,100000,59.35,0.7921489758877429,148.1,10.620263650211326,88.75,2.4540182270091133
0.0011777634094255,0.923606325467852,128,0.008153585336007,1000000,190.05,93.8959397418227,1000.0,0.0,809.95,5.234231876472127
0.0059856556289016,0.9529000695984832,64,0.0051149890104477,1000000,2.0,0.0,8.6,1.7146428199482249,6.6,2.8666666666666667
0.0012629286318779,0.8534764040927125,128,0.00947493142938,1000000,163.3,55.05733375309778,1000.0,0.0,836.7,6.086427267194156
0.0080076192574979,0.8250605403348844,256,0.009897576307844,10000,2.0,0.0,9.15,1.5580436450882882,7.15,3.0500000000000003
0.0001427325506982,0.93825979995179,64,0.0058675416952007,10000,1000.0,0.0,1000.0,0.0,0.0,1.0
0.0023429725460416,0.8085915598877266,64,0.0084382333984322,100000,2.0,0.0,9.1,1.7,7.1,3.033333333333333
0.0003731454253138,0.9745049294225048,256,0.0080606539904,1000000,1000.0,0.0,1000.0,0.0,0.0,1.0
0.0004169571449957,0.9284305050215568,128,0.0086285118851423,100000,850.4,299.92822474718844,278.4,14.954597955144097,-572.0,0.3272983776158005
0.0001692081483848,0.921407554422698,256,0.0068208334204481,1000000,484.3,305.1640706243119,1000.0,0.0,515.7,2.061005770816158
0.0018019277983807,0.9037976764080972,64,0.0091074901418753,1000000,2.0,0.0,8.95,1.935846068260594,6.949999999999999,2.983333333333333
0.0045813398122377,0.8947541051187682,256,0.0086558657450879,10000,2.0,0.0,8.9,1.7,6.9,2.966666666666667
0.0001676391211603,0.816121928793051,64,0.0066123821026087,10000,144.35,285.2192621475625,128.0,23.49255201122262,-16.349999999999994,0.8812392426850258
0.0039956483980714,0.9818722457972752,256,0.0091896350372657,10000,80.8,98.845131392497,94.2,9.724196624914574,13.400000000000006,1.15158924205379
0.0030639222994547,0.8222002208452415,256,0.0081309484024214,100000,2.0,0.0,8.45,1.6874537030686203,6.449999999999999,2.8166666666666664
0.0017346380434271,0.9833847718188676,256,0.0081683316545747,10000,2.0,0.0,8.85,1.5256146302392355,6.85,2.95
0.0018842830329038,0.905900623922006,256,0.0060526519212672,10000,2.0,0.0,9.05,1.7168284713389397,7.050000000000001,3.016666666666667
0.0010761369718154,0.9766426534704692,64,0.0062755521612882,100000,2.0,0.0,8.65,1.9306734576307825,6.65,2.8833333333333333
0.0078811210506518,0.8397742082923458,256,0.0065326237655429,100000,2.0,0.0,8.9,1.7,6.9,2.966666666666667
0.0003014462115366,0.878982808147805,128,0.0079529666240042,1000000,544.45,455.6252270232631,235.45,22.01016810476467,-309.00000000000006,0.4320579869712817
0.003981295901651,0.9566184823862064,64,0.0053057001795418,1000000,2.0,0.0,9.1,1.5779733838059498,7.1,3.033333333333333
0.0068867743956394,0.9326612073495424,128,0.0058936208737898,1000000,2.0,0.0,9.25,1.6393596310755,7.25,3.083333333333333
0.0004014108120025,0.948234911913751,64,0.0089001870520121,1000000,189.85,3.08666486681013,543.5,196.12457775607828,353.65,2.847786219544145
0.0031555742363184,0.9180152433643072,64,0.0054966845383871,1000000,2.0,0.0,9.3,1.417744687875783,7.300000000000001,3.1
0.0015914601881192,0.9499839809867524,128,0.0092817742103794,100000,107.8,41.37583836008643,474.35,19.910487186405057,366.55,4.35983455882353
0.0003004388939492,0.8703997951407455,256,0.0097695139984543,10000,867.3,263.30497526632496,483.25,34.52951635919623,-384.05,0.5570284133479338
0.0006686727209039,0.8093511183908025,128,0.0099108347738323,10000,710.7,338.8285849806654,1000.0,0.0,289.29999999999995,1.4060742407199098
0.001185790743063,0.8962788320687108,64,0.0086810162528853,1000000,143.5,2.479919353527449,1000.0,0.0,856.5,6.920415224913495
0.0002376264089502,0.9605652509644148,128,0.0058789594528662,100000,1000.0,0.0,1000.0,0.0,0.0,1.0
0.0078432940028819,0.8230174505497525,256,0.009058057880274,10000,22.45,7.546356736863159,75.2,13.919770113044253,52.75,3.2068230277185505
0.0045176408035561,0.9972853698569956,64,0.0073261856980391,1000000,2.0,0.0,9.15,1.5580436450882882,7.15,3.0500000000000003
0.0039397293862676,0.8595821271864555,256,0.0094685451558487,10000,90.0,208.93156774408217,80.15,8.16869022548903,-9.849999999999994,0.8812534359538208
0.0025131851574995,0.8666071395675454,256,0.0085337971365843,1000000,2.0,0.0,9.05,1.5960889699512366,7.050000000000001,3.016666666666667
0.0015102893380278,0.9377197661005724,256,0.006180808030652,1000000,1000.0,0.0,879.75,286.3557010083788,-120.25,0.87975
0.0020312180461028,0.906172269550244,128,0.0067010828027305,100000,1000.0,0.0,1000.0,0.0,0.0,1.0
0.0095959902089871,0.908854309159136,128,0.0080451388403066,10000,2.0,0.0,7.95,1.5960889699512368,5.95,2.65
0.0001079976785144,0.9063442087889618,64,0.0075356057462157,100000,75.05,1.0712142642814275,187.25,18.04404333845383,112.2,2.4621959237343853
0.0026743369201295,0.839697246458524,128,0.0070852693509649,10000,2.0,0.0,8.9,1.7,6.9,2.966666666666667
0.0004157019629162,0.978396826041008,256,0.0059668792277517,100000,1000.0,0.0,1000.0,0.0,0.0,1.0
0.000336410339536,0.9137307399770002,128,0.0092717722346786,1000000,147.15,51.42399731642806,407.9,301.45644793236715,260.75,2.753290583867701
0.0048413092628802,0.9058107297830384,64,0.0081565562269692,10000,2.0,0.0,8.45,1.6874537030686203,6.449999999999999,2.8166666666666664
0.0045230995269562,0.8202473104284871,64,0.0070712287516398,10000,2.0,0.0,8.85,1.5256146302392355,6.85,2.95
0.0002344394655571,0.928238590020057,128,0.0056708101871278,10000,1000.0,0.0,1000.0,0.0,0.0,1.0
0.007110266312424,0.8687058567392648,128,0.0081475912594512,100000,2.0,0.0,8.65,1.9306734576307825,6.65,2.8833333333333333
0.0001166917152091,0.9658222601002374,64,0.008581111299471,10000,1000.0,0.0,350.7,48.5119572888994,-649.3,0.3507
0.0002329643033489,0.9273944311050176,64,0.0089341199473718,10000,1000.0,0.0,1000.0,0.0,0.0,1.0
0.0004935647534245,0.8483923087206757,64,0.0078341909491467,100000,1000.0,0.0,920.8,237.6,-79.20000000000005,0.9208
0.0009507534731827,0.8039057681216855,128,0.00854604516591,100000,276.55,323.9178097913112,164.55,68.64581196256621,-112.0,0.5931867339581832
0.0004921689372303,0.928117407439463,64,0.006214519614811,10000,1000.0,0.0,477.2,21.89200767403484,-522.8,0.4772
0.0039968764804344,0.8906649770360935,128,0.0083813560855852,100000,2.0,0.0,9.0,1.51657508881031,7.0,3.0
0.0028152216974742,0.8700351273113459,64,0.0059515499751703,10000,2.0,0.0,9.1,1.6093476939431082,7.1,3.033333333333333
0.0001360724939934,0.8173830283911471,256,0.009420373554166,1000000,213.0,39.25557285278104,240.35,29.587624101978854,27.349999999999994,1.1231308411214953
0.0064661465610916,0.9301731371263736,256,0.0095846114789479,10000,2.0,0.0,9.3,1.4525839046333953,7.300000000000001,3.1
0.000621940174942,0.8545995232063356,64,0.0095605131194412,10000,156.1,42.8017523005776,418.8,81.93387577797111,262.70000000000005,2.665817950350096
0.0004271305407813,0.847583210433435,64,0.0083813127858703,1000000,80.15,2.632014437650372,203.4,12.870120434556936,123.25,2.506469500924214
0.0001033146625212,0.8295461963837066,256,0.0088077643726066,100000,103.6,3.512833614050059,291.75,65.61164149752695,188.15,2.789196940726577
0.0007201633481671,0.869514354109658,64,0.0071751680839877,1000000,52.45,1.116915395184434,141.55,9.682329265212992,89.10000000000001,2.648269410664172
0.0011404536129482,0.8299604829207372,64,0.0088413202292202,10000,51.45,0.5894913061275798,137.8,6.423394741100689,86.35000000000001,2.6272640610104863
0.0082785326485479,0.832448602764576,256,0.0070386077292599,1000000,2.0,0.0,9.05,1.5960889699512366,7.050000000000001,3.016666666666667
0.0008327570210258,0.9065160776176449,128,0.0080135953254039,10000,149.65,9.111942712725975,323.85,10.799421280790927,174.20000000000002,2.1496846996349155
0.0010009098908672,0.8060645332032643,128,0.0070210850077255,1000000,2.0,0.0,8.85,1.7965244223221684,6.85,2.95
0.0015134765216279,0.9638833782051356,256,0.0062255554573123,100000,612.3,310.6985838397079,518.0,482.2001659062344,-94.29999999999995,0.8448866416571521
0.0004908030909549,0.8634937980953922,128,0.0073828599679605,1000000,118.95,31.80797855884589,745.25,422.5239490253777,626.3,6.213005418924552
0.0002495366860062,0.959528723792209,256,0.0056498363504374,100000,1000.0,0.0,1000.0,0.0,0.0,1.0
0.0015880415589044,0.9633007935618624,64,0.0085903200561309,10000,2.0,0.0,9.15,1.7965244223221684,7.15,3.0500000000000003
0.0020069846529968,0.8407854682551893,64,0.0052570241570487,10000,1000.0,0.0,1000.0,0.0,0.0,1.0
0.0009028009159392,0.9003000438578287,256,0.0084679063626443,10000,2.0,0.0,8.45,1.6874537030686203,6.449999999999999,2.8166666666666664
0.0086905229944004,0.9167931861091376,64,0.0074894710158355,10000,2.0,0.0,8.85,1.5256146302392355,6.85,2.95
0.0012172731149561,0.8990131189817273,256,0.0084541552497546,1000000,117.5,73.44011165568854,137.9,10.372559954032562,20.40000000000001,1.1637130801687765
0.0001160311356537,0.8497692612531764,256,0.0073868957023499,100000,235.05,321.53280936787775,135.9,40.62006893150232,-99.15,0.576091564222128
0.0096211590183431,0.8934052413415676,128,0.0081638749097699,100000,2.0,0.0,8.9,1.7,6.9,2.966666666666667
0.0057242551822666,0.8989714878268839,128,0.0098549013235623,100000,2.0,0.0,9.5,1.8303005217723127,7.5,3.1666666666666665
0.0002948331210402,0.960023058821354,64,0.0059802436777372,100000,1000.0,0.0,1000.0,0.0,0.0,1.0
0.0003833552242619,0.952191725968002,256,0.0060021479018873,1000000,1000.0,0.0,1000.0,0.0,0.0,1.0
0.0080848002087331,0.8984480885121395,64,0.0062138368230945,100000,2.0,0.0,9.15,1.5580436450882882,7.15,3.0500000000000003
