learning_rate,gamma,batch_size,tau,ent_coef,train_reward,train_reward_std,test_reward,test_reward_std,generalization_gap,epilen_ratio
0.0001598923792999,0.8995089278917251,256,0.008267620028817,0.5072124055899984,1000.0,0.0,1000.0,0.0,0.0,1.0
0.0003631314030062,0.9091671999540007,128,0.0056998560241174,0.5597193085400641,1000.0,0.0,1000.0,0.0,0.0,1.0
0.0059397668173561,0.8666372304774005,64,0.0061445983627425,0.4809893174158119,1000.0,0.0,1000.0,0.0,0.0,1.0
0.0003214415761739,0.9900576646447506,128,0.0081338530018396,0.9155702810904468,1000.0,0.0,1000.0,0.0,0.0,1.0
0.0047411273547231,0.964470369325566,64,0.0088223196454815,0.2326676683018529,1000.0,0.0,1000.0,0.0,0.0,1.0
0.0004167977131373,0.8801843194924314,256,0.0063676605420295,0.1509704140422285,1000.0,0.0,1000.0,0.0,0.0,1.0
0.000525170260135,0.8604022483493442,64,0.0083429396994797,0.1481763302486725,1000.0,0.0,1000.0,0.0,0.0,1.0
0.0001013546498887,0.952144839939677,64,0.0086004471710305,0.1912978125266897,1000.0,0.0,1000.0,0.0,0.0,1.0
0.003634751689071,0.8251804489082556,256,0.007631152262648,0.3344855351381167,956.4,190.0479939383733,1000.0,0.0,43.60000000000002,1.0455329604265775
0.0014584003430733,0.9702080746671624,256,0.0090634826630217,0.8651575134403885,1000.0,0.0,1000.0,0.0,0.0,1.0
0.0010436357328447,0.8124472872963535,128,0.0095987701476396,0.4872926544321952,1000.0,0.0,1000.0,0.0,0.0,1.0
0.0003958000751694,0.9110265589529316,128,0.008074946686231,0.2622445829849384,1000.0,0.0,1000.0,0.0,0.0,1.0
0.0027911690139652,0.968601641763524,128,0.0074498878809873,0.5662623948312369,1000.0,0.0,1000.0,0.0,0.0,1.0
0.0008782223664321,0.8452087010434601,64,0.0070522056019886,0.6416951129299436,1000.0,0.0,1000.0,0.0,0.0,1.0
0.0001099070249347,0.8829498306036537,128,0.0090177076183401,0.3237393122912302,1000.0,0.0,1000.0,0.0,0.0,1.0
0.0001759326267164,0.9176390754546302,128,0.0069086043955715,0.3492110144165276,1000.0,0.0,1000.0,0.0,0.0,1.0
0.0011132825096049,0.984551246914044,256,0.0069161907061195,0.8608108105654535,1000.0,0.0,1000.0,0.0,0.0,1.0
0.000831109348339,0.8210286413644518,128,0.0094353139843602,0.9921506377580626,1000.0,0.0,1000.0,0.0,0.0,1.0
0.0008512319329411,0.8724812279947437,64,0.0071654017557612,0.1822236195140308,1000.0,0.0,1000.0,0.0,0.0,1.0
0.0036737100100543,0.8865338835681753,64,0.0072093700866729,0.4991424520378978,1000.0,0.0,1000.0,0.0,0.0,1.0
0.0003111231325942,0.9156765042191104,128,0.0062047288712272,0.9630901949313536,1000.0,0.0,1000.0,0.0,0.0,1.0
0.0004691982429703,0.8251146472307178,64,0.0062210686344006,0.5924207009051898,1000.0,0.0,1000.0,0.0,0.0,1.0
0.0034210966516205,0.8404946152175152,128,0.0062747450558643,0.2780094728038693,1000.0,0.0,1000.0,0.0,0.0,1.0
0.0001418939942765,0.8291112911683243,256,0.007382862134972,0.5381404102340265,1000.0,0.0,1000.0,0.0,0.0,1.0
0.0037896116093538,0.8959720512118606,128,0.0077422047427161,0.3374539370164474,1000.0,0.0,1000.0,0.0,0.0,1.0
0.0006466089270178,0.8062728241542984,64,0.0083380056900145,0.6812456246045254,1000.0,0.0,1000.0,0.0,0.0,1.0
0.0001922928228346,0.9738113194857396,128,0.0060368709064704,0.1249506122538711,1000.0,0.0,1000.0,0.0,0.0,1.0
0.0004370763788278,0.9324838718577192,128,0.0050822061395233,0.7551889221156921,1000.0,0.0,1000.0,0.0,0.0,1.0
0.0098048349013876,0.8539608207976419,128,0.0054686919552077,0.9431260078485804,92.7,1.1445523142259597,238.3,18.366001197865582,145.60000000000002,2.5432230522945574
0.0011790908245368,0.9617435316053872,128,0.0057839404667495,0.7558764088258472,1000.0,0.0,1000.0,0.0,0.0,1.0
0.0002449059412589,0.9965344978601692,128,0.0087216007133505,0.459361324775891,1000.0,0.0,1000.0,0.0,0.0,1.0
0.0049728787389365,0.8169160250828622,256,0.006174389086865,0.9298056480469746,89.5,1.688194301613413,219.25,21.12315080663868,129.75,2.422651933701657
0.0014174352829373,0.8893951353808385,64,0.0096794621963457,0.2785363860364557,1000.0,0.0,1000.0,0.0,0.0,1.0
0.0034305116805584,0.897166500596003,128,0.0094036804064411,0.1150522881029629,1000.0,0.0,1000.0,0.0,0.0,1.0
0.000114408913491,0.990707921542422,64,0.0075329959434214,0.7799651258808409,1000.0,0.0,1000.0,0.0,0.0,1.0
0.0002843147549214,0.931938671562859,128,0.005460174784075,0.343096153222411,1000.0,0.0,1000.0,0.0,0.0,1.0
0.0001080107745037,0.8430407800841417,64,0.007156002448172,0.923142228490729,1000.0,0.0,1000.0,0.0,0.0,1.0
0.0010287061836411,0.847245189695488,256,0.0077402697319388,0.3282727892468509,1000.0,0.0,1000.0,0.0,0.0,1.0
0.0013418706242048,0.9556124152025456,256,0.0087236584481915,0.6854900464749892,1000.0,0.0,1000.0,0.0,0.0,1.0
0.0037657672641956,0.8439470864094566,128,0.0069177840981617,0.4727129665659617,1000.0,0.0,1000.0,0.0,0.0,1.0
0.000495625972475,0.8881461333827265,128,0.0085544261297985,0.1376019768472138,1000.0,0.0,1000.0,0.0,0.0,1.0
0.00400663362348,0.8060788582435313,256,0.0095310343352854,0.8599287075586904,121.8,2.6,317.6,40.4393372843819,195.8,2.5863192182410426
0.0039478900710692,0.8179950902719938,256,0.0075209785202352,0.265943538363763,1000.0,0.0,1000.0,0.0,0.0,1.0
0.0009891626098233,0.9703787948819388,256,0.0076810993780258,0.7830182671212204,1000.0,0.0,1000.0,0.0,0.0,1.0
0.0003196107429238,0.8940953979761952,256,0.0084347225009285,0.6635958491484651,1000.0,0.0,1000.0,0.0,0.0,1.0
0.0002815804078898,0.8765050921286562,128,0.0080704992259559,0.7718210865180529,1000.0,0.0,1000.0,0.0,0.0,1.0
0.0002669271457983,0.9301223707424632,128,0.0068431930543351,0.1731189261146625,1000.0,0.0,1000.0,0.0,0.0,1.0
0.0043044740473214,0.9635493015942456,256,0.0085678931906431,0.8011503309403317,1000.0,0.0,1000.0,0.0,0.0,1.0
0.0002181303855723,0.9210727565861412,128,0.0085794104336727,0.2808672758806756,1000.0,0.0,1000.0,0.0,0.0,1.0
0.0005960593023413,0.8800198456428733,256,0.0098827594032079,0.9843916842044168,1000.0,0.0,1000.0,0.0,0.0,1.0
0.004176626525254,0.8814591086015452,64,0.0056954864742936,0.197666054073821,1000.0,0.0,1000.0,0.0,0.0,1.0
0.0008128123231424,0.933261613365456,256,0.0051337522846134,0.2192651812907217,1000.0,0.0,1000.0,0.0,0.0,1.0
0.0001468797575111,0.911396521492174,64,0.0070438160941021,0.3237601210438353,1000.0,0.0,1000.0,0.0,0.0,1.0
0.0001533661353421,0.948295254924588,256,0.0068303704586325,0.6051727712681382,1000.0,0.0,1000.0,0.0,0.0,1.0
0.0003376313628523,0.9526882776097908,128,0.0062720710041038,0.1987466657457932,1000.0,0.0,1000.0,0.0,0.0,1.0
0.0004471921809946,0.8047513257455362,128,0.008841779048742,0.2150218178504187,1000.0,0.0,1000.0,0.0,0.0,1.0
0.0033596937730199,0.8673045048662439,128,0.0077585137517799,0.221392507313379,1000.0,0.0,1000.0,0.0,0.0,1.0
0.0004302769475409,0.9082445080518528,256,0.0050427604636452,0.15581092834659,1000.0,0.0,1000.0,0.0,0.0,1.0
0.0003297101901953,0.8349593194625788,128,0.0078204992575607,0.9128023980997128,1000.0,0.0,1000.0,0.0,0.0,1.0
0.0009908634420912,0.817997699615342,128,0.0085893833798718,0.4155302421945979,1000.0,0.0,1000.0,0.0,0.0,1.0
0.005734382461716,0.8449675413951963,128,0.0098033029408663,0.2899882235343249,1000.0,0.0,1000.0,0.0,0.0,1.0
0.00011514342242,0.8716724522557278,128,0.0073869786129673,0.7437365352102075,1000.0,0.0,1000.0,0.0,0.0,1.0
0.0005977510413561,0.971974519381738,256,0.0059619912779053,0.9643117900335582,1000.0,0.0,1000.0,0.0,0.0,1.0
0.0002951344806686,0.9468608717886976,128,0.0084008636593383,0.4610723874285038,1000.0,0.0,1000.0,0.0,0.0,1.0
0.0018701669431255,0.9482520190242576,256,0.0056328437681748,0.6965745307606611,1000.0,0.0,1000.0,0.0,0.0,1.0
0.0009227100288272,0.9796257236489538,64,0.0070292261431484,0.5076930439459114,1000.0,0.0,1000.0,0.0,0.0,1.0
0.0010035801548905,0.9375359456681304,64,0.0091795816590199,0.7286765580990031,1000.0,0.0,1000.0,0.0,0.0,1.0
0.0038167866446251,0.8902848471446742,128,0.0068874990696917,0.9465062725655208,1000.0,0.0,1000.0,0.0,0.0,1.0
0.000511927347643,0.9597772413811148,64,0.0052259054842486,0.9016436744550184,1000.0,0.0,1000.0,0.0,0.0,1.0
0.0025417620294934,0.9107072224946644,256,0.0050120430102597,0.3951066986749812,1000.0,0.0,1000.0,0.0,0.0,1.0
0.0032808106814647,0.8027081140240898,128,0.0062236193739225,0.4265466253360624,79.7,1.4177446878757822,198.3,16.613548687742785,118.6,2.4572490706319705
0.0091388404385406,0.8943122617551126,64,0.0092581221234795,0.9067690615939472,1000.0,0.0,1000.0,0.0,0.0,1.0
0.0055960999866623,0.8518396553606162,128,0.0071015924654841,0.6551279445381377,1000.0,0.0,1000.0,0.0,0.0,1.0
0.0002094222851823,0.8823464790192103,64,0.0079176956528896,0.4071928394305147,1000.0,0.0,1000.0,0.0,0.0,1.0
0.00141976836382,0.8535330958738915,128,0.0056331771194408,0.77710370423428,1000.0,0.0,1000.0,0.0,0.0,1.0
0.0001693484935556,0.8996259139135494,256,0.0095751696946405,0.1777973603388984,1000.0,0.0,1000.0,0.0,0.0,1.0
0.0023040273715502,0.8536967018420816,64,0.0055645681519927,0.4325965441075743,1000.0,0.0,1000.0,0.0,0.0,1.0
0.0001380858990052,0.8201868311524378,64,0.0075534870508915,0.4847365642478956,1000.0,0.0,1000.0,0.0,0.0,1.0
0.0001473216351761,0.9939342102105274,256,0.0072502081461688,0.916043967497747,1000.0,0.0,1000.0,0.0,0.0,1.0
0.0041505668934202,0.8189980210477132,256,0.0079993972966439,0.3111976802358838,1000.0,0.0,1000.0,0.0,0.0,1.0
0.0007011847978027,0.8411904161074361,64,0.0074163278001129,0.3708414103392791,1000.0,0.0,1000.0,0.0,0.0,1.0
0.0011236237586916,0.8252424669474291,128,0.0077350101958947,0.2331875713492041,1000.0,0.0,1000.0,0.0,0.0,1.0
0.0041490321237865,0.9861585435402658,64,0.0054674279338833,0.5324101630415435,1000.0,0.0,1000.0,0.0,0.0,1.0
0.0004414547804769,0.8988353843393632,256,0.0070078122204239,0.6106418760484882,1000.0,0.0,1000.0,0.0,0.0,1.0
0.0003236706465534,0.909138276133022,256,0.0050018752363905,0.7412659934690747,1000.0,0.0,1000.0,0.0,0.0,1.0
0.0005488758602064,0.8955693331806043,64,0.0084348119369762,0.905462311344084,1000.0,0.0,1000.0,0.0,0.0,1.0
0.0002094963096169,0.846964298634226,64,0.0055351087703363,0.1030788918448491,1000.0,0.0,1000.0,0.0,0.0,1.0
0.0038063177213036,0.8019452993043903,256,0.0074622204315938,0.627284175097498,154.1,4.07308237088326,406.9,59.692461835645545,252.8,2.6234687298517083
0.0020458619288351,0.9399005121411492,64,0.0092923829250831,0.5660551214934221,1000.0,0.0,1000.0,0.0,0.0,1.0
0.0063421414392328,0.8582224453315451,256,0.0063869551056641,0.8733743985187853,1000.0,0.0,1000.0,0.0,0.0,1.0
0.0034302515862501,0.8918799084080999,256,0.008866617447826,0.6223446676541129,1000.0,0.0,1000.0,0.0,0.0,1.0
0.0002281305522868,0.95636053533466,64,0.0084497439279461,0.3095677193908738,1000.0,0.0,1000.0,0.0,0.0,1.0
0.0012156719134886,0.9245818057957568,64,0.0084178295626478,0.9126585774709308,1000.0,0.0,1000.0,0.0,0.0,1.0
0.0020338427895142,0.882157989633034,256,0.0070192621927632,0.8043449510666373,1000.0,0.0,1000.0,0.0,0.0,1.0
0.0072389345795116,0.8828442874026462,128,0.0072006606889463,0.7934903957090381,1000.0,0.0,1000.0,0.0,0.0,1.0
0.0020917424280353,0.8817003318730566,256,0.0064763743867377,0.5974871188332549,1000.0,0.0,1000.0,0.0,0.0,1.0
0.0017138167470759,0.8352139805780152,64,0.0066189525798616,0.6170572885130229,1000.0,0.0,1000.0,0.0,0.0,1.0
0.0001115250610033,0.9430083254181144,128,0.0093015762808295,0.9486622384118047,1000.0,0.0,1000.0,0.0,0.0,1.0
0.0013936067069063,0.9126397492072004,64,0.0074818174349954,0.6150828621050882,1000.0,0.0,1000.0,0.0,0.0,1.0
0.0006212148410219,0.8299664389451487,256,0.0083497622757622,0.6695435462511613,1000.0,0.0,1000.0,0.0,0.0,1.0
0.0001807512202583,0.8573893662366735,128,0.0074211766593587,0.5101763462311383,1000.0,0.0,1000.0,0.0,0.0,1.0
0.0001782742670567,0.8344997291139341,256,0.0088107683043967,0.8484071256402511,1000.0,0.0,1000.0,0.0,0.0,1.0
0.0002697352163845,0.8158534326289355,64,0.0092611142609124,0.8203638851323344,830.7,13.791664149043074,1000.0,0.0,169.29999999999995,1.2023566189731874
0.0005266063557347,0.8027798910068719,256,0.0054750177954416,0.2716744410506893,1000.0,0.0,1000.0,0.0,0.0,1.0
0.0009555156578872,0.815752375474529,64,0.0078887314019086,0.4295991577310073,1000.0,0.0,1000.0,0.0,0.0,1.0
0.0005471838321213,0.9432400992443266,256,0.0058628361385787,0.296228997090569,1000.0,0.0,1000.0,0.0,0.0,1.0
0.0006871333448162,0.8001672120048345,128,0.0060314253483497,0.5696806050330502,1000.0,0.0,1000.0,0.0,0.0,1.0
0.0008321275804675,0.9016249377841536,256,0.0070498986516633,0.903697153918926,1000.0,0.0,1000.0,0.0,0.0,1.0
0.0025457601214419,0.8197062754718389,256,0.005812155597722,0.5242552755217919,107.25,1.699264546796643,286.05,30.947495859923787,178.8,2.6424942263279445
0.0003565566051299,0.9912726410867426,256,0.0064728388570166,0.821424424480434,1000.0,0.0,1000.0,0.0,0.0,1.0
0.0002778922491671,0.9809312343538352,64,0.0059586859254869,0.5321222824962692,1000.0,0.0,1000.0,0.0,0.0,1.0
0.000248470949037,0.8045171855542529,256,0.0081522600715048,0.4204886694361205,1000.0,0.0,1000.0,0.0,0.0,1.0
0.0001323594944148,0.9656684575383184,256,0.0050716539357562,0.366614969279172,1000.0,0.0,1000.0,0.0,0.0,1.0
0.000148810559292,0.9447212623811554,128,0.0056401620908012,0.7365809055500923,1000.0,0.0,1000.0,0.0,0.0,1.0
0.0001354653032053,0.9209457473457536,64,0.0084638234793824,0.7683476209814984,1000.0,0.0,1000.0,0.0,0.0,1.0
0.0016019326363217,0.8539519415805586,64,0.006738553339761,0.5778982624292656,1000.0,0.0,1000.0,0.0,0.0,1.0
0.0003500759091225,0.8468905390943144,128,0.0052252742279381,0.4852233630029886,1000.0,0.0,1000.0,0.0,0.0,1.0
0.0004751126484723,0.9462868357877652,64,0.0085346448100942,0.8469691295314964,1000.0,0.0,1000.0,0.0,0.0,1.0
0.0002228302428036,0.9986882470701915,64,0.0084941980170083,0.7214687691636873,1000.0,0.0,1000.0,0.0,0.0,1.0
0.0004056687840967,0.9725262181143652,256,0.0083023443235005,0.5789661753827943,1000.0,0.0,1000.0,0.0,0.0,1.0
0.0054757314929384,0.9134454380665304,256,0.0090194737731064,0.2924767589079587,1000.0,0.0,1000.0,0.0,0.0,1.0
0.0054832186243986,0.9968402886574712,64,0.0090681872853722,0.5560733676117852,1000.0,0.0,1000.0,0.0,0.0,1.0
0.0052234444857451,0.9418173478826763,128,0.0069036431922155,0.3457801265829873,1000.0,0.0,1000.0,0.0,0.0,1.0
0.0028856162239053,0.8474958388079167,64,0.0094934176450328,0.9043751863517364,1000.0,0.0,1000.0,0.0,0.0,1.0
0.0003503181981018,0.9803293106416168,128,0.0087702675132355,0.8726460513462113,1000.0,0.0,1000.0,0.0,0.0,1.0
0.0057241608744415,0.9643122136785334,128,0.0068108131632693,0.6140334617847419,1000.0,0.0,1000.0,0.0,0.0,1.0
0.0002372359032246,0.866924858843827,64,0.0051935175110151,0.8431385322711614,1000.0,0.0,1000.0,0.0,0.0,1.0
0.0077805814944385,0.9924960158024309,64,0.0080877908596822,0.912568705640734,1000.0,0.0,1000.0,0.0,0.0,1.0
0.0001167968244228,0.8815833154353874,256,0.0090912247896259,0.4581666942851026,1000.0,0.0,1000.0,0.0,0.0,1.0
0.0001564012555058,0.9528740228251524,256,0.0072310065143839,0.7832660819066655,1000.0,0.0,1000.0,0.0,0.0,1.0
0.003270160775208,0.8401857767126495,64,0.0054807853352613,0.5216834824198585,1000.0,0.0,1000.0,0.0,0.0,1.0
0.0033140588557117,0.8408687722102048,64,0.00830146945926,0.6646497904366097,1000.0,0.0,1000.0,0.0,0.0,1.0
0.0009432253040876,0.907521008507269,128,0.0052075101647011,0.9700057186573124,1000.0,0.0,1000.0,0.0,0.0,1.0
0.0009002928260643,0.8214292474285385,128,0.0096751130833214,0.6153722357352378,1000.0,0.0,1000.0,0.0,0.0,1.0
0.0013604029599558,0.8778893340812218,256,0.0097618962704039,0.8883428913167646,1000.0,0.0,1000.0,0.0,0.0,1.0
0.0004603569223959,0.9948953740988232,128,0.0078290519998046,0.8290328570232696,1000.0,0.0,1000.0,0.0,0.0,1.0
0.0069234601420709,0.9249218655630818,256,0.0053779195418655,0.1271072619765565,1000.0,0.0,1000.0,0.0,0.0,1.0
0.0031775006228517,0.9671349476323944,256,0.0086540180838341,0.537137268037455,1000.0,0.0,1000.0,0.0,0.0,1.0
0.0004804378661139,0.8485428063150072,256,0.0056738592158311,0.7956016843604987,1000.0,0.0,1000.0,0.0,0.0,1.0
0.003247825770139,0.9893381592068206,256,0.0063708365058464,0.6378200377934308,1000.0,0.0,1000.0,0.0,0.0,1.0
0.000248414367622,0.820787980843235,64,0.0062973433269051,0.2878771189955766,1000.0,0.0,1000.0,0.0,0.0,1.0
0.0005437543748232,0.9715820543417908,64,0.0098616653284276,0.614940298292812,1000.0,0.0,1000.0,0.0,0.0,1.0
0.0003953309955053,0.8586457536652475,256,0.0085930441682636,0.5661972576631127,1000.0,0.0,1000.0,0.0,0.0,1.0
0.0008283134266035,0.9849358167065732,256,0.0065121145240284,0.7968196734974127,1000.0,0.0,1000.0,0.0,0.0,1.0
0.0002159697742514,0.9172170834991032,64,0.0075203847626549,0.6412705466246045,1000.0,0.0,1000.0,0.0,0.0,1.0
0.0030755419309889,0.8410398032480725,64,0.0055883095564751,0.5006848169107403,1000.0,0.0,1000.0,0.0,0.0,1.0
0.0003462061760748,0.9461192053580576,256,0.0094795046256094,0.2770170139024648,1000.0,0.0,1000.0,0.0,0.0,1.0
0.0001671664515378,0.8464158108777408,64,0.0074409616687887,0.2700550276021579,1000.0,0.0,1000.0,0.0,0.0,1.0
0.0011799210033835,0.8366488716756058,64,0.007555610403865,0.9353112139465314,1000.0,0.0,1000.0,0.0,0.0,1.0
0.0002711508679048,0.8969539543347703,64,0.0062713072736523,0.9396205524969004,1000.0,0.0,1000.0,0.0,0.0,1.0
0.0009149400842196,0.9653560017075792,256,0.0067185118430817,0.1112458838018305,1000.0,0.0,1000.0,0.0,0.0,1.0
0.0036932269999087,0.9068104298665698,64,0.006732603256387,0.807917664952393,1000.0,0.0,1000.0,0.0,0.0,1.0
0.0002964881389256,0.9420835815926848,128,0.0066432044121822,0.7621381951985355,1000.0,0.0,1000.0,0.0,0.0,1.0
0.0023037669166182,0.8840825499886343,64,0.005123205372177,0.5549235656541391,1000.0,0.0,1000.0,0.0,0.0,1.0
0.0017385681618767,0.8675155963834705,64,0.0058625995450759,0.6015111663335752,1000.0,0.0,1000.0,0.0,0.0,1.0
0.0008134967078663,0.8165615911450499,128,0.0054496683796013,0.5005347128302132,1000.0,0.0,1000.0,0.0,0.0,1.0
0.0061218541601989,0.8608965445494472,256,0.0085084822676303,0.6120294305345427,1000.0,0.0,1000.0,0.0,0.0,1.0
0.0023993831194673,0.8349742821894313,128,0.0098176159686016,0.1981176201746689,1000.0,0.0,1000.0,0.0,0.0,1.0
0.0002220634128965,0.996585208160748,64,0.0087376392479807,0.1310994511921174,1000.0,0.0,1000.0,0.0,0.0,1.0
0.0001218727926356,0.9842452154156356,64,0.0089509504972256,0.4699076432146986,1000.0,0.0,1000.0,0.0,0.0,1.0
0.0008763467234103,0.8140983726749712,256,0.0071541027400044,0.1604336755116536,1000.0,0.0,1000.0,0.0,0.0,1.0
0.0007600027547905,0.8577670984203556,128,0.0060702311676684,0.5275601503127705,1000.0,0.0,1000.0,0.0,0.0,1.0
0.0001161781426704,0.8329118414041069,64,0.009708764108542,0.6699280136646678,139.25,3.3147398087934445,369.3,67.95520583443185,230.05,2.633155080213904
0.0069222787983989,0.983684523311094,256,0.0058618980384279,0.2236288287549475,1000.0,0.0,1000.0,0.0,0.0,1.0
0.0007439049679689,0.9034494694070192,128,0.0087193056016836,0.6497664403334945,1000.0,0.0,1000.0,0.0,0.0,1.0
0.0006272943128761,0.8044206722653762,256,0.0086862122429132,0.3744564657300077,1000.0,0.0,1000.0,0.0,0.0,1.0
0.0015204857546396,0.9501172195867538,128,0.0067593848763219,0.912603690173436,1000.0,0.0,1000.0,0.0,0.0,1.0
0.0003958384599694,0.8666926519293419,128,0.0089679684039505,0.7056437589395632,1000.0,0.0,1000.0,0.0,0.0,1.0
0.0010778706214677,0.8824685709540088,64,0.0080868247981684,0.9856078230649968,1000.0,0.0,1000.0,0.0,0.0,1.0
0.0050767711391206,0.9647713049869722,256,0.0066610826864145,0.1748512300172238,1000.0,0.0,1000.0,0.0,0.0,1.0
0.0003361950063325,0.8050598850583817,256,0.0085838979866745,0.520954603764506,1000.0,0.0,1000.0,0.0,0.0,1.0
0.0001318667574296,0.93667065377189,128,0.0059909048132494,0.877980245777987,1000.0,0.0,1000.0,0.0,0.0,1.0
0.0029520401825876,0.8746027587388059,64,0.0061594394734191,0.5503502797157931,1000.0,0.0,1000.0,0.0,0.0,1.0
0.0015724695245739,0.8560657452273214,256,0.0078514047299963,0.2476548759379997,1000.0,0.0,1000.0,0.0,0.0,1.0
