learning_rate,gamma,batch_size,tau,ent_coef,train_reward,train_reward_std,test_reward,test_reward_std,generalization_gap,gap,algorithm
0.002715473453323,0.9833847868782026,256,0.0067992409588591,0.5249010319205296,842.9730835,6.824487123750173,113.0323026799946,65.32890981422608,-729.9407808200054,-729.9407808200054,3
0.0023374804223477,0.8774655062073956,64,0.0083426812809566,0.6118239611389074,416.6725904,10.933916468600112,157.94900382162595,206.1902504233843,-258.723586578374,-258.723586578374,3
0.0022246040986564,0.9611139299813384,256,0.0071480226665891,0.7906170376575206,484.19607695,5.225213296001303,128.6572232134262,204.9354817834338,-355.53885373657374,-355.53885373657386,3
0.0001090220431337,0.8717906413397587,256,0.008151696348069,0.2157158684838204,451.2297761000001,76.0360299709153,75.17509486475028,50.10061707509717,-376.0546812352498,-376.0546812352498,3
0.0007610735568618,0.828311554252074,256,0.0098175099465942,0.7774399370147014,338.5400978,6.154900374843094,211.16697364968712,338.5664281860339,-127.37312415031288,-127.37312415031289,3
0.0019087148014583,0.8184468348574258,256,0.0069580982450024,0.3109955504607704,423.9296397,8.932800443134898,216.7137727924506,341.4979915552793,-207.21586690754935,-207.21586690754938,3
0.0019535450281655,0.9667146444866004,256,0.0068882297875991,0.6381355139272227,680.05475015,9.643592620857843,100.88020305815152,72.52294659855436,-579.1745470918485,-579.1745470918485,3
0.00340214786195,0.8653618941378498,64,0.0056393656983671,0.3564643658267147,466.5248125,26.55031259773133,104.32050886715297,71.79875587373337,-362.204303632847,-362.20430363284703,3
0.0002001763961248,0.9834547085961426,128,0.0099958520371808,0.5538139031760272,486.2284317,3.278296536646621,129.08371069310232,76.68177386600523,-357.14472100689767,-357.14472100689767,3
0.0001401280618656,0.8515473223571645,64,0.0086597735859598,0.6574492756597821,419.47340095,11.163615238263072,190.02185532711445,285.6475443499692,-229.45154562288556,-229.45154562288553,3
0.0001273224695109,0.9383942143970296,128,0.0059076080044468,0.5081016361400242,448.837084,9.504881912445084,141.76240816880016,224.43257504421476,-307.0746758311998,-307.07467583119984,3
0.0033764635599756,0.8480411504717108,64,0.0052513538978261,0.314573828367628,448.19992815000006,59.138924367414496,264.9934101683553,369.0430031318566,-183.2065179816447,-183.20651798164477,3
0.0001084958953669,0.9224030282998574,64,0.0088089908320479,0.6378144560067854,428.43141055,13.927349738383503,173.03980225381093,199.49934979803464,-255.39160829618905,-255.39160829618908,3
0.0003235215456152,0.9922930303403042,64,0.0060862269095281,0.7784089427930446,1158.4538321,221.21679164620733,99.25489616543057,60.86935388926927,-1059.1989359345694,-1059.1989359345694,3
0.0003270077256939,0.9004871843940172,64,0.0060337561537307,0.5018625042771628,435.42866565,9.60956647099736,305.6610797653906,359.9288844564708,-129.7675858846094,-129.76758588460945,3
0.0044257885068416,0.9704416092500496,64,0.0080209036248633,0.2874345874516456,743.1053954500001,9.91555804398186,120.98240921087564,52.20161631072617,-622.1229862391244,-622.1229862391244,3
0.0001701570988666,0.8456058768640293,256,0.0089551173632242,0.4577251430918356,481.61161585,18.99176668899074,223.25877851154652,330.3820041512386,-258.35283733845347,-258.35283733845347,3
0.0001198588048215,0.9007975772661,256,0.0066385928021126,0.3873176378981986,452.30581345,16.01274188599214,127.6346943143566,259.4011305222886,-324.6711191356434,-324.67111913564344,3
0.0095865444624873,0.9841486853312744,64,0.007241637188617,0.1808255979516428,1033.9492156,219.27607984502836,36.93243136278761,44.09416016948092,-997.0167842372124,-997.0167842372123,3
0.0001780452684105,0.856968513644905,128,0.0054235814113706,0.303720901374935,449.57401275,12.685499093247548,238.2138857597194,348.7550189829772,-211.3601269902806,-211.3601269902806,3
0.007837851853712,0.8664903207841185,256,0.0068346070280308,0.9326740193501716,393.20606055,4.452185335099604,183.15594032725784,281.0230108065668,-210.05012022274207,-210.05012022274218,3
0.0006848171046162,0.9687604625693716,256,0.0053493950186962,0.1278595101556124,686.8871174000001,18.01610599555116,93.24936545471428,74.9142954372763,-593.6377519452858,-593.6377519452858,3
0.0007513288407094,0.9857199806813136,64,0.0077670204662043,0.3266595994581473,496.30383025,7.244294401172356,79.10400541978888,45.72729750052362,-417.1998248302111,-417.1998248302111,3
0.0001195005663571,0.9826857512711216,64,0.0079177218505898,0.2183238339325011,370.1658962,16.2315613323136,177.3606207697303,346.56292950934164,-192.8052754302697,-192.80527543026972,3
0.0006174626218413,0.809514645055472,256,0.0076794133405475,0.6963157796050969,310.27192645,8.404473190234855,271.3955297599896,369.3775086304691,-38.87639669001044,-38.87639669001044,3
0.0007952347675957,0.9677523919234132,64,0.0098824761244897,0.1162260175976564,533.4742699000001,5.279832922876809,117.71430623779924,94.28323795228448,-415.7599636622009,-415.75996366220085,3
0.0002758426135399,0.9866573995769924,256,0.0072520271337526,0.880187535848225,1568.26646025,60.587437931011216,98.6596184797003,78.35659636287264,-1469.6068417702995,-1469.6068417702995,3
0.0001376815039353,0.9416008208350106,64,0.0082803806102254,0.7599483757513666,465.6021034,21.83073045028529,237.84349760878175,336.01794640298044,-227.75860579121823,-227.75860579121823,3
0.0028228613486642,0.9341575004470576,64,0.009797331224811,0.9656796413514006,443.0217235500001,18.862584600070367,124.91429919125513,211.96233081180333,-318.10742435874494,-318.107424358745,3
0.0016101960466034,0.9769226975578572,256,0.0089072477137138,0.8473136183773268,469.4126701,19.0879657993884,103.35379332019949,57.89223102062489,-366.0588767798005,-366.0588767798005,3
0.0022432638400592,0.9533856054385392,128,0.0065611868923049,0.1891796922969461,620.9571440000001,6.18626650165392,94.40186292696744,62.00718424000327,-526.5552810730327,-526.5552810730327,3
0.0012734425604213,0.8600102438318102,64,0.0066242521550441,0.7155773933811883,421.4164344500001,5.728657741900979,289.56198922588953,370.6255623563789,-131.85444522411058,-131.85444522411058,3
0.0078654210785052,0.9265426680891606,256,0.0086301586774934,0.2359219256560377,427.4951819,3.9267352994661855,206.80982412556187,271.87405146210034,-220.6853577744381,-220.6853577744381,3
0.0077544750680194,0.9655321748056808,64,0.0082429143864835,0.1515472560897474,458.3235129,4.923314379302522,95.34472227849764,57.439267434274434,-362.9787906215023,-362.9787906215024,3
0.0045417019867354,0.9644730455071236,256,0.0094081521388536,0.6531482149177987,420.58106325,3.8897288322990833,174.2944054015912,194.0991262974093,-246.2866578484088,-246.2866578484088,3
0.0003781796245836,0.8958032161139027,256,0.0080443055040273,0.3645548306930356,439.43944015,10.619668696070978,397.039609451592,440.5244503083701,-42.39983069840804,-42.39983069840798,3
0.0015592291134585,0.9526472744209468,64,0.0075213901334978,0.6740761402282568,441.13640815,15.223736657089194,138.9977084696293,207.0538275243956,-302.1386996803707,-302.13869968037073,3
0.0067304362196645,0.8932158224927932,64,0.0061017353763828,0.5541557440172157,356.40968780000003,4.820621676117455,207.68702223126311,339.4469791249272,-148.72266556873691,-148.72266556873691,3
0.0002951411572524,0.8303866494156632,64,0.0068196977475412,0.5831424800392591,415.83193255,8.666672297837078,261.5072719991905,373.36081015071983,-154.32466055080948,-154.32466055080948,3
0.0049989080996226,0.9447356986593234,256,0.0054620565034678,0.7090789296255672,421.92140485,7.433713588224023,150.16479356690542,209.29038735700613,-271.75661128309457,-271.75661128309457,3
0.0054846559148525,0.9069219292829866,64,0.0053049727017383,0.6171100417930512,440.54530910000005,11.073873414025268,199.61553743720287,285.4076959840262,-240.9297716627972,-240.92977166279718,3
0.0062035028763945,0.8072319502751922,64,0.0072494009313372,0.6764558237655887,282.2776014,12.109484710248251,147.84929609769097,159.26883773445934,-134.428305302309,-134.428305302309,3
0.0023755013205154,0.8923823638808425,128,0.0056057217916353,0.9732305327109972,394.4297154,6.921181744821538,382.2802488654852,424.8399519153707,-12.149466534514772,-12.14946653451483,3
0.0001282733586762,0.9966937479098376,256,0.0058718331158276,0.3011459146108902,643.36021095,173.18635359651697,84.96084476869437,46.58578638601938,-558.3993661813056,-558.3993661813056,3
0.0018938864319467,0.960264925099672,64,0.0072648709003037,0.6472781460381049,400.51250295000006,3.146744528986374,72.61008203469683,62.08670129573611,-327.9024209153032,-327.9024209153032,3
0.0014798042929422,0.9067479406322528,256,0.0051940296348135,0.1305606820433331,507.5462547500001,8.998429728200025,137.08539488425012,211.68345471347132,-370.46085986575,-370.46085986574997,3
0.0008845989078498,0.9622133078075674,256,0.0084595249835467,0.1475338144581159,805.8986642,20.10043477806561,120.67326473055871,210.70004427873528,-685.2253994694413,-685.2253994694413,3
0.0059633800654207,0.8838434608698652,256,0.0088283806231606,0.1227075617920483,413.4152255500001,6.244867402383576,99.78472281972644,68.21963834944056,-313.63050273027363,-313.6305027302737,3
0.0025719190685996,0.9704681245296102,64,0.009160713768547,0.408358025304104,520.2086376000001,7.172833701203154,95.81781466752292,49.9226246598782,-424.3908229324772,-424.39082293247714,3
0.002100074016134,0.8642341547430018,256,0.0062786997819532,0.9980846738732652,279.69415035000003,6.009310225985962,247.3228919265792,284.99820942164445,-32.37125842342084,-32.37125842342084,3
0.0044197121675404,0.946915735637874,256,0.0069239905538018,0.514864807799552,477.21810364999993,9.967894289318014,82.88250313070603,64.22150022768722,-394.3356005192939,-394.3356005192939,3
0.0003131959270506,0.8268560223898089,256,0.0050138554374227,0.2436106740073249,462.1007669,24.032444779698565,181.004630234692,284.1053743744709,-281.09613666530794,-281.096136665308,3
0.000701802584029,0.8170516753560371,64,0.0056656800017191,0.2365463871080558,396.7869281,4.1644575036576965,308.87077303396654,353.8337093612574,-87.91615506603347,-87.91615506603347,3
0.0001506123586197,0.8946749309582405,128,0.0086059712552519,0.5359821052117071,466.9242176,11.918881696024355,132.64279601220042,205.1370685959401,-334.2814215877995,-334.2814215877996,3
0.0036011928843065,0.9392608049739184,64,0.0078684293927815,0.4765533592738069,403.42651895000006,6.340175348400932,148.4082732278388,207.96374447984456,-255.01824572216125,-255.01824572216125,3
0.000210454807715,0.962515487985952,256,0.0061261841936352,0.537329571924275,498.22101045,8.428966114780325,110.95061450793874,212.9698130771329,-387.27039594206127,-387.27039594206127,3
0.0002155851138013,0.976055768713743,64,0.0092571950021879,0.2632239618774316,450.67845505,6.079639706317675,74.40229783989489,59.12917635165588,-376.2761572101051,-376.2761572101051,3
0.0001330938257111,0.9231594701192156,64,0.0072167755788398,0.3868461722982667,446.36469585,13.942150527530988,193.5857534764684,287.79128173070137,-252.7789423735316,-252.77894237353158,3
0.0002176049476515,0.972667061341025,256,0.0057806886397993,0.8414395990919108,448.46690525,4.311693680160734,155.52923634722828,249.98647151957252,-292.93766890277175,-292.93766890277175,3
0.0023260959146626,0.9774473695070433,256,0.0096571698429463,0.5165851721555303,666.7009760500001,15.27288962167782,78.95110387578897,59.91675354113201,-587.7498721742112,-587.7498721742112,3
0.0054542884758754,0.882507347339631,64,0.0061871338450396,0.9912450095845512,315.88527885,7.577068236788802,89.89528977929731,64.44875352193482,-225.98998907070265,-225.9899890707027,3
0.0002197826598487,0.8642763309617122,256,0.0088835827519017,0.5212757449970675,446.53378185,19.508389365789,241.8461883653421,324.724077467699,-204.68759348465792,-204.68759348465792,3
0.0025889039980528,0.9437246048349311,128,0.0085971286562523,0.8499841115319353,410.7873866,8.723638374964983,169.35849462585756,205.8081007802065,-241.42889197414243,-241.42889197414243,3
0.0001562754885755,0.8613604359263716,128,0.0073706339748387,0.6327455884790211,421.3103668,9.6157253885526,97.23148500905371,89.58535814314227,-324.0788817909463,-324.0788817909463,3
0.0043756286937705,0.9045712324647645,64,0.0055336465817352,0.9432456151687584,305.93668880000007,9.380937599920813,186.6947443248704,292.7435670083253,-119.24194447512966,-119.24194447512966,3
0.009864330501947,0.806624509164827,128,0.0096226981991203,0.9776428881117052,257.72153420000006,4.004586176596369,186.67194197851933,275.6393547624071,-71.04959222148074,-71.04959222148074,3
0.0002774641594496,0.8491943444841212,256,0.0063200356773241,0.6362223447810992,425.27480265,13.199551566327044,238.47526813884036,332.2056179510448,-186.7995345111597,-186.79953451115966,3
0.0005575688663774,0.93401049990783,64,0.0067542825742955,0.6299187318802227,403.20206105,8.2938685352687,82.1572266721574,61.183962257022976,-321.04483437784256,-321.04483437784256,3
0.0002409446421028,0.9236020314165866,128,0.0057032771233546,0.9916784749587972,422.46166295,11.208351161096,145.11381321776426,211.31157488400328,-277.3478497322358,-277.3478497322358,3
0.002799498754734,0.8985938970288769,256,0.0087540289743867,0.8850961355532247,383.36345445,10.991429414340292,155.85431454690405,272.136768792273,-227.5091399030959,-227.50913990309596,3
0.0002076254395485,0.9679522129549044,64,0.0072502937304716,0.1944627973821478,565.86176785,59.86534357938592,45.86062473315978,60.01392167770014,-520.0011431168402,-520.0011431168402,3
0.005907241759476,0.9584502713090683,64,0.0067022690633381,0.499848191943081,424.45724935,15.62793695610192,164.93375640865415,258.85267646649737,-259.5234929413458,-259.5234929413458,3
0.0027133006346783,0.9716153173769654,256,0.0063038977558756,0.4201890626631426,834.1311358500001,9.957167699645284,209.61834532021604,339.9716254044205,-624.5127905297841,-624.5127905297841,3
0.0002442137467277,0.8640918724640257,128,0.0060391350697969,0.9026322125440102,409.74479025,4.868375147493008,203.34935806341235,338.68402253410096,-206.3954321865876,-206.39543218658764,3
0.0043492918707687,0.8261866856793757,64,0.006247025965049,0.2523184076004287,455.03332255,40.28920080513138,234.8372068048222,323.8097105562955,-220.1961157451778,-220.1961157451778,3
0.008033479188744,0.8358665652245892,64,0.0063535040384709,0.5440913870759274,284.6321281,10.408280149720202,108.47143187953624,112.4669912815075,-176.16069622046373,-176.16069622046376,3
0.0003455581315509,0.8734355274341097,256,0.0057248948018613,0.4384167026748624,429.6575306,14.837583798453402,172.15838470044545,210.2518229256824,-257.4991458995545,-257.4991458995545,3
0.0006959941464721,0.91976768857129,64,0.005128295766472,0.5230112336155822,380.10753555,6.16164017387619,128.96583952438377,209.94345934709915,-251.14169602561623,-251.14169602561626,3
0.0001564212939094,0.9729960047861844,64,0.0090492795499606,0.4700569413159461,410.67245295,5.774975919253621,198.32559661265697,240.7273646967505,-212.34685633734307,-212.346856337343,3
0.0005230186129451,0.9667272668324072,256,0.0065941575223387,0.3521479281926194,492.7575729500001,6.713895491694845,151.57847850387915,203.83097119500616,-341.179094446121,-341.179094446121,3
0.0001343757065968,0.818670218155638,128,0.0054604652918671,0.4637032172407687,349.9015294,12.608914490763706,262.373483105388,372.381270365681,-87.52804629461201,-87.52804629461201,3
0.0092870964404626,0.8712559205172499,128,0.0061515719920789,0.4434753164720512,434.1167048,6.930379379461073,108.38284979897436,51.55159051236412,-325.7338550010257,-325.73385500102563,3
0.0004141956211222,0.8078173433559782,256,0.0094632239897866,0.9486265129427524,274.46561230000003,5.3413324665344994,325.46830963369285,426.5277103108911,51.00269733369282,51.00269733369282,3
0.0065896870462194,0.9256442809304464,256,0.0083593868508181,0.7040490060900559,444.6420104500001,16.91250895348878,153.81237799028457,201.7935375676498,-290.8296324597155,-290.8296324597155,3
0.0002823366354114,0.9227288145287466,64,0.0075618882889569,0.8085421808395477,425.935723,10.421959787187616,217.82058678437025,308.0512413336267,-208.1151362156297,-208.11513621562975,3
0.0072025550896348,0.9108033263709951,128,0.008240321117502,0.1697458280825168,466.1738328,10.855248927262489,82.431195729319,69.85644899157842,-383.742637070681,-383.742637070681,3
0.0054897222707903,0.9515481110474447,256,0.005143002597403,0.6778880684978682,407.1830407000001,8.6897818952351,108.12897218905854,212.33900433313505,-299.05406851094153,-299.05406851094153,3
0.0012326153735879,0.928111729425359,64,0.0061293024320582,0.990822698433906,423.41904295,7.496118636216744,271.0166861812584,368.7657537122476,-152.40235676874153,-152.40235676874158,3
0.0028560321764118,0.9112740554324,64,0.0057856223672292,0.2142582052009058,392.31910505,4.405365061623945,137.0750178427435,202.38564640099983,-255.24408720725648,-255.2440872072565,3
0.0080518687779998,0.825599212433104,128,0.0066094008109404,0.5189010574820992,414.8243305,16.458728557418034,189.12704290119,278.4616033105901,-225.69728759881,-225.69728759880996,3
0.0023512676109348,0.9191738116013648,256,0.0084508400957236,0.5047719582933343,393.20001845,4.334643464785678,125.77818899474804,205.85500147809717,-267.42182945525195,-267.421829455252,3
0.0002154270880792,0.9228607183191808,64,0.0071213635336586,0.4930359554659749,443.3323969000001,6.305038418628991,76.8917704272084,62.1806681144209,-366.4406264727917,-366.4406264727917,3
0.0005132391315238,0.863591661547415,128,0.0073902252935783,0.7958855841091231,304.1490553,6.9423315991283685,257.09978046674115,343.6724083939281,-47.04927483325884,-47.049274833258835,3
0.0086069627056488,0.9224483052745636,128,0.0066390550735266,0.7186385686563883,418.36808685000005,14.065706212488504,328.83259948370977,389.3392681763319,-89.53548736629028,-89.53548736629028,3
0.0001264884897536,0.960427105238338,128,0.0085303042408587,0.3252395842650623,684.14850815,104.40625992889652,95.36235507305828,101.99315896093678,-588.7861530769417,-588.7861530769417,3
0.0006360377377856,0.9568259572839384,256,0.0083187426492127,0.2845051308314973,483.8586008,5.667991849066481,196.3299121699296,242.76561138699648,-287.5286886300704,-287.5286886300704,3
0.0022083806033567,0.9205183476617956,64,0.009127549368742,0.4582257280393658,384.04992335,7.70003336424031,107.74154998788144,99.56346026354448,-276.3083733621186,-276.3083733621185,3
0.0055504624167573,0.9479639055226348,256,0.0082411582446205,0.5931299721671786,451.52733105,5.13132594195014,110.89472068460309,57.37437962458775,-340.6326103653969,-340.6326103653969,3
0.0003598973675529,0.9054887932403206,256,0.0054111149146839,0.8942665947304491,434.061842,11.243831434261462,148.51167402653954,226.860373194423,-285.5501679734604,-285.5501679734605,3
0.0011456656537946,0.9741356028038596,256,0.0055342683798324,0.1050300429480868,606.3800898500001,299.4730410575476,108.21696552953216,121.1355830107087,-498.163124320468,-498.16312432046794,3
0.0039121992922039,0.8684378328456414,256,0.0089252924543738,0.8979958369070928,402.7189702499999,10.264084100787631,199.85862364505883,272.1558844097476,-202.8603466049411,-202.8603466049411,3
0.0003712185645021,0.8272485023337595,64,0.0081721488132555,0.6631830984715377,400.6187709,7.775356353576977,267.24763538795526,335.92123894833367,-133.37113551204476,-133.37113551204476,3
0.0023699271475923,0.8959018864209775,128,0.0095534788029491,0.1405850605053241,471.5595078,8.806961423022772,115.25514637433226,210.62041461783303,-356.30436142566776,-356.30436142566776,3
0.0019507987251943,0.8069906554905978,128,0.0098316113917711,0.1663829712376224,439.7132176,12.773971008024072,237.6035562828416,382.0097622836191,-202.1096613171584,-202.1096613171584,3
0.0005451844192157,0.8937503073020188,128,0.0073760485887777,0.1443452632018016,495.43188565,22.65623409664738,111.44567487805617,162.89666519314008,-383.9862107719439,-383.9862107719439,3
0.000253131478605,0.8027488009373561,128,0.0090802137549605,0.4212803335565217,447.5431039,14.678477679021617,201.8968044741079,268.91612029366024,-245.6462994258921,-245.6462994258921,3
