learning_rate,gamma,tau,buffer_size,train_reward,train_reward_std,test_reward,test_reward_std,generalization_gap,n_seeds
0.0034290813560471,0.8158182001707696,0.0042709618061881,10000,3.9333333333333336,0.9977753031397176,41.833333333333336,3.2662252657197848,-37.9,3
0.0003545622657643,0.973921686101077,0.0088535803747081,10000,718.5333333333333,9.551265186699963,822.8000000000001,19.726575419412708,-104.26666666666665,3
0.0003524211806688,0.9620399589224288,0.0042774068957351,100000,1000.0,0.0,1000.0,0.0,0.0,3
0.0067269258948928,0.9625798692860956,0.0021897567280917,100000,2.0,0.0,9.5,1.718241233033047,-7.5,3
0.0004300497278318,0.995660068437238,0.0097427537216612,1000000,1000.0,0.0,986.7666666666668,39.699999999999996,13.233333333333348,3
0.0001112415032234,0.9187562094434546,0.0088029080155564,100000,642.1666666666666,127.32633422540306,379.56666666666666,137.44572236748343,262.59999999999997,3
0.0001124622482288,0.8957063577210691,0.0044438406596046,100000,169.73333333333332,73.70476350682723,279.90000000000003,41.202815709701916,-110.16666666666667,3
0.008019489561418,0.895467054800134,0.0097308030015948,10000,2.0,0.0,9.233333333333333,1.5713120397020948,-7.233333333333333,3
0.0046241302619492,0.97438422533145,0.0053942272904254,100000,2.0,0.0,9.700000000000001,1.7846024089006436,-7.7,3
0.0014286592306939,0.8311786980492072,0.0031602277217661,10000,145.53333333333333,101.39241792805575,711.1,1.174260996920569,-565.5666666666667,3
0.0027361865393326,0.9329765294476288,0.0095961382986003,100000,334.6666666666667,0.0,339.43333333333334,0.9391095112311181,-4.766666666666667,3
0.0059488104535158,0.920738499272896,0.0079668461988032,100000,334.6666666666667,0.0,339.6333333333333,1.1947279547526375,-4.966666666666667,3
0.0064131028165864,0.9482103201449006,0.0046547034811035,100000,2.0,0.0,9.133333333333333,1.6558586965531523,-7.133333333333333,3
0.0019880870420553,0.9835464533687276,0.0042829717681064,10000,334.6666666666667,0.0,151.86666666666667,5.433995535491007,182.79999999999998,3
0.0006820359859632,0.8304871690080659,0.0065761597444217,1000000,132.46666666666667,149.1708317667747,324.26666666666665,115.6034298380133,-191.79999999999995,3
0.0019246257256743,0.9112393853137252,0.0025659023450105,100000,493.76666666666665,80.9599420838616,504.9333333333334,164.90911300390965,-11.166666666666705,3
0.0034046307532927,0.8039437735772652,0.0090697886320797,10000,2.0,0.0,9.6,1.6445064499169206,-7.599999999999999,3
0.0032240953957544,0.8408225367953809,0.0080182168865318,100000,2.0,0.0,9.333333333333334,1.6821111890996665,-7.333333333333333,3
0.0033810551274384,0.9864967654414064,0.0080307970863428,100000,2.0,0.0,9.0,1.8405472431359577,-7.0,3
0.0004275725534818,0.8778354810538116,0.0027816532445544,1000000,876.9333333333334,101.4678712149264,1000.0,0.0,-123.0666666666667,3
0.0001355948129816,0.8111731729896361,0.0041535645907945,100000,116.10000000000001,56.30204173714748,263.6333333333334,69.5702797203126,-147.53333333333333,3
0.0013465374906706,0.9535372794357184,0.0079500228610937,100000,667.3333333333334,0.0,669.5,0.34156502553198664,-2.1666666666666665,3
0.0001950587415039,0.9532589717182434,0.0020834500783511,10000,969.6999999999999,72.29821728246293,981.0,57.0,-11.299999999999992,3
0.0040678274851346,0.9185479065640264,0.0047779040877432,1000000,2.0,0.0,9.166666666666666,1.5563577775245785,-7.166666666666667,3
0.0020449376771254,0.8466135172903592,0.0064212548145443,10000,122.43333333333332,5.2489852738768334,434.40000000000003,18.76506149499888,-311.96666666666664,3
0.0002604109179382,0.8506840036466531,0.005117985034349,10000,622.9666666666667,159.90768610006148,751.8000000000001,251.88895356740895,-128.83333333333334,3
0.0002358756562711,0.85869237126419,0.0047188804437639,100000,387.3,13.19170569519131,195.63333333333333,9.476734589521243,191.66666666666666,3
0.0010546966654479,0.993755335909574,0.001288559382745,1000000,1000.0,0.0,945.4666666666667,109.08958601891281,54.53333333333334,3
0.0002628707152831,0.9520321316864704,0.0065638480208027,100000,1000.0,0.0,196.4,45.1703539375633,803.6,3
0.0004981877999385,0.8023299590572104,0.0049005965254276,100000,103.5,37.02175326373655,175.83333333333334,20.73477084760953,-72.33333333333333,3
0.0028991344877239,0.9234711259017642,0.0085635761181718,10000,2.0,0.0,9.1,1.2790064551634701,-7.099999999999999,3
0.0087623390537791,0.8224106075291325,0.0045254838651898,1000000,2.0,0.0,9.0,1.5410084586616808,-7.0,3
0.0001309050654029,0.8811308351433312,0.0037319597845014,10000,472.0,141.05713086805426,486.3666666666666,65.33648038131749,-14.366666666666655,3
0.0002996182533787,0.8364635379521487,0.0073299248514724,100000,82.39999999999999,15.6506992569719,195.23333333333332,19.942589315053095,-112.83333333333333,3
0.001839439700493,0.9759493575655576,0.0077895368243485,100000,2.0,0.0,9.433333333333334,1.653774924194538,-7.433333333333334,3
0.0009505806272858,0.9287649420043136,0.0068123743304694,100000,816.0666666666666,49.84259668641317,471.8333333333333,195.94531987703422,344.23333333333335,3
0.0014202167753567,0.8267429787422873,0.009231075439814,100000,649.0333333333333,99.26185852927496,384.0333333333333,3.0153985589541072,265.00000000000006,3
0.0004432553774919,0.8440069612249481,0.009475382080271,10000,103.83333333333333,23.27464664970527,274.1333333333334,36.698028380823374,-170.3,3
0.0078701977175729,0.8609664456560961,0.0026387599722387,100000,17.900000000000002,5.362701330994873,56.833333333333336,8.508202635856312,-38.93333333333333,3
0.0002793162777707,0.8321336875211915,0.0080811270032507,100000,62.166666666666664,4.9442956615742375,269.6333333333333,158.2557552309529,-207.46666666666667,3
0.006143979671491,0.9779670484104532,0.0034927632183062,1000000,2.0,0.0,9.566666666666666,1.7264058937032019,-7.566666666666666,3
0.0012393041784135,0.9496245078479196,0.0076604950203684,100000,667.3333333333334,0.0,669.7666666666667,0.5587684871413403,-2.4333333333333336,3
0.000384930201669,0.89226751048019,0.0020592034973273,100000,1000.0,0.0,676.5666666666667,119.41447105376477,323.43333333333334,3
0.0001314950711612,0.9019646161744524,0.0042945973092107,10000,910.1999999999999,137.1759778127675,722.3333333333334,13.37908816025965,187.86666666666667,3
0.0011138414711122,0.9202372309534176,0.0036172082163303,10000,506.23333333333335,88.73043446304094,669.5666666666667,0.334995854037363,-163.33333333333334,3
0.0001054055472746,0.8586144275732532,0.0064688323766623,1000000,322.3333333333333,95.70110275528715,150.73333333333332,41.99645816087392,171.60000000000002,3
0.006578273470263,0.9441623785706532,0.0068603160697633,10000,2.0,0.0,9.299999999999999,1.6337043807837377,-7.3,3
0.0007984738631045,0.8923463828974301,0.0085886701576191,1000000,334.6666666666667,0.0,339.6,1.1388646408093897,-4.933333333333333,3
