learning_rate,gamma,gae_lambda,vf_coef,train_reward,train_reward_std,test_reward,test_reward_std,seed_repetition,seed_value,generalization_gap
0.0020516342317498,0.9625994561903742,0.9485378031142556,0.4019273368823821,2.0,0.0,8.8,1.0770329614269007,2,80976,-6.800000000000001
0.0003841464263199,0.8820296293227528,0.967753723723742,0.2885300121051565,1000.0,0.0,1000.0,0.0,0,8986,0.0
0.0003841464263199,0.8820296293227528,0.967753723723742,0.2885300121051565,1000.0,0.0,1000.0,0.0,1,71207,0.0
0.0003841464263199,0.8820296293227528,0.967753723723742,0.2885300121051565,1000.0,0.0,1000.0,0.0,2,49376,0.0
0.000180660291075,0.981448705589984,0.9558641890194184,0.6868661140736502,1000.0,0.0,1000.0,0.0,0,34350,0.0
0.000180660291075,0.981448705589984,0.9558641890194184,0.6868661140736502,1000.0,0.0,1000.0,0.0,1,88887,0.0
0.000180660291075,0.981448705589984,0.9558641890194184,0.6868661140736502,1000.0,0.0,1000.0,0.0,2,48786,0.0
0.0021533277709474,0.8738857958706348,0.9063435331434964,0.3329101302623829,1000.0,0.0,1000.0,0.0,0,20167,0.0
0.0021533277709474,0.8738857958706348,0.9063435331434964,0.3329101302623829,1000.0,0.0,1000.0,0.0,1,12282,0.0
0.0021533277709474,0.8738857958706348,0.9063435331434964,0.3329101302623829,690.9,34.702881724721365,1000.0,0.0,2,23749,-309.1
0.000207271675002,0.8316314177654515,0.9504659424464514,0.7754638808499742,154.7,6.694027188471825,404.3,136.22925530149536,0,23820,-249.60000000000002
0.000207271675002,0.8316314177654515,0.9504659424464514,0.7754638808499742,1000.0,0.0,1000.0,0.0,1,19447,0.0
0.000207271675002,0.8316314177654515,0.9504659424464514,0.7754638808499742,1000.0,0.0,1000.0,0.0,2,40981,0.0
0.0001785702386291,0.9260040954256996,0.9044993476634148,0.596003824652501,1000.0,0.0,1000.0,0.0,0,53131,0.0
0.0001785702386291,0.9260040954256996,0.9044993476634148,0.596003824652501,1000.0,0.0,1000.0,0.0,1,32506,0.0
0.0001785702386291,0.9260040954256996,0.9044993476634148,0.596003824652501,1000.0,0.0,1000.0,0.0,2,78721,0.0
0.0011896394103605,0.8188234093774874,0.9543738850818906,0.8329230987734042,1000.0,0.0,1000.0,0.0,0,12251,0.0
0.0011896394103605,0.8188234093774874,0.9543738850818906,0.8329230987734042,1000.0,0.0,1000.0,0.0,1,40442,0.0
0.0011896394103605,0.8188234093774874,0.9543738850818906,0.8329230987734042,1000.0,0.0,1000.0,0.0,2,43598,0.0
0.001497907673839,0.987694369471769,0.9651393229818744,0.8035880268886167,43.8,6.415605972938176,121.7,7.963039620647383,0,18201,-77.9
0.001497907673839,0.987694369471769,0.9651393229818744,0.8035880268886167,39.2,0.4,93.9,5.752390807307862,1,31562,-54.7
0.001497907673839,0.987694369471769,0.9651393229818744,0.8035880268886167,2.0,0.0,8.9,1.7,2,38608,-6.9
0.0068391840344682,0.9159568318217052,0.926420526001404,0.7435399202367398,18.7,5.158488150611572,59.5,25.192260716339057,0,44820,-40.8
0.0068391840344682,0.9159568318217052,0.926420526001404,0.7435399202367398,2.0,0.0,9.2,1.833030277982336,1,55369,-7.199999999999999
0.0068391840344682,0.9159568318217052,0.926420526001404,0.7435399202367398,22.3,8.19817052762383,90.3,69.83702456433836,2,55339,-68.0
0.0013911680010265,0.820822369587479,0.9511851457794298,0.5910630584998624,1000.0,0.0,1000.0,0.0,0,37715,0.0
0.0013911680010265,0.820822369587479,0.9511851457794298,0.5910630584998624,1000.0,0.0,1000.0,0.0,1,29205,0.0
0.0013911680010265,0.820822369587479,0.9511851457794298,0.5910630584998624,1000.0,0.0,1000.0,0.0,2,27234,0.0
0.0001612846800179,0.9635182558235772,0.9564343913734284,0.3320802870502812,1000.0,0.0,1000.0,0.0,0,22667,0.0
0.0001612846800179,0.9635182558235772,0.9564343913734284,0.3320802870502812,1000.0,0.0,1000.0,0.0,1,72186,0.0
0.0001612846800179,0.9635182558235772,0.9564343913734284,0.3320802870502812,1000.0,0.0,1000.0,0.0,2,83885,0.0
0.0001844442358164,0.96697137758793,0.9878646187030174,0.8683432259109317,1000.0,0.0,1000.0,0.0,0,33116,0.0
0.0001844442358164,0.96697137758793,0.9878646187030174,0.8683432259109317,1000.0,0.0,1000.0,0.0,1,62416,0.0
0.0001844442358164,0.96697137758793,0.9878646187030174,0.8683432259109317,1000.0,0.0,1000.0,0.0,2,47420,0.0
0.0006048461518727,0.9109205693095664,0.90806144016771,0.4232639102961514,1000.0,0.0,1000.0,0.0,0,33819,0.0
0.0006048461518727,0.9109205693095664,0.90806144016771,0.4232639102961514,1000.0,0.0,1000.0,0.0,1,59606,0.0
0.0006048461518727,0.9109205693095664,0.90806144016771,0.4232639102961514,1000.0,0.0,1000.0,0.0,2,78337,0.0
0.0001866373131901,0.934615547427249,0.9383151076620142,0.2670514368187276,1000.0,0.0,1000.0,0.0,0,56259,0.0
0.0001866373131901,0.934615547427249,0.9383151076620142,0.2670514368187276,1000.0,0.0,1000.0,0.0,1,93139,0.0
0.0001866373131901,0.934615547427249,0.9383151076620142,0.2670514368187276,1000.0,0.0,1000.0,0.0,2,85485,0.0
0.0042707823085288,0.9762117190659864,0.9348072406069567,0.8945910614417344,922.6,222.37994513894452,1000.0,0.0,0,92493,-77.39999999999998
0.0042707823085288,0.9762117190659864,0.9348072406069567,0.8945910614417344,3.0,0.0,10.2,1.98997487421324,1,82634,-7.199999999999999
0.0042707823085288,0.9762117190659864,0.9348072406069567,0.8945910614417344,2.0,0.0,9.4,2.2,2,38826,-7.4
0.0001027984906244,0.8386922034856226,0.9133147576509246,0.7147382241343877,653.2,99.55983125739014,663.0,198.63282709562384,0,5323,-9.799999999999955
0.0001027984906244,0.8386922034856226,0.9133147576509246,0.7147382241343877,912.8,14.154857823376396,1000.0,0.0,1,92345,-87.20000000000005
